savings,dataset,epoch_max_mean,epoch_max_sem,epoch_min_mean,epoch_min_sem,global_step_max_mean,global_step_max_sem,global_step_min_mean,global_step_min_sem,num_train_steps_max_mean,num_train_steps_max_sem,num_train_steps_min_mean,num_train_steps_min_sem,train_loss_max_mean,train_loss_max_sem,train_loss_min_mean,train_loss_min_sem,OneHotClassificationMetrics_accuracy_max_mean,OneHotClassificationMetrics_accuracy_max_sem,OneHotClassificationMetrics_accuracy_min_mean,OneHotClassificationMetrics_accuracy_min_sem,OneHotClassificationMetrics_precision_max_mean,OneHotClassificationMetrics_precision_max_sem,OneHotClassificationMetrics_precision_min_mean,OneHotClassificationMetrics_precision_min_sem,OneHotClassificationMetrics_recall_max_mean,OneHotClassificationMetrics_recall_max_sem,OneHotClassificationMetrics_recall_min_mean,OneHotClassificationMetrics_recall_min_sem,OneHotClassificationMetrics_f1_score_max_mean,OneHotClassificationMetrics_f1_score_max_sem,OneHotClassificationMetrics_f1_score_min_mean,OneHotClassificationMetrics_f1_score_min_sem,OneHotClassificationMetrics_mcc_max_mean,OneHotClassificationMetrics_mcc_max_sem,OneHotClassificationMetrics_mcc_min_mean,OneHotClassificationMetrics_mcc_min_sem,train_energy_mean,train_energy_sem,total_energy_mean,total_energy_sem,train_time_mean,train_time_sem,total_time_mean,total_time_sem,total_flops_mean,total_flops_sem,BleuScore_bleu_max_mean,BleuScore_bleu_max_sem,BleuScore_bleu_min_mean,BleuScore_bleu_min_sem,NistScore_nist_max_mean,NistScore_nist_max_sem,NistScore_nist_min_mean,NistScore_nist_min_sem,RougeScore_rouge1_max_mean,RougeScore_rouge1_max_sem,RougeScore_rouge1_min_mean,RougeScore_rouge1_min_sem,RougeScore_rouge2_max_mean,RougeScore_rouge2_max_sem,RougeScore_rouge2_min_mean,RougeScore_rouge2_min_sem,RougeScore_rougeL_max_mean,RougeScore_rougeL_max_sem,RougeScore_rougeL_min_mean,RougeScore_rougeL_min_sem,RougeScore_rougeLsum_max_mean,RougeScore_rougeLsum_max_sem,RougeScore_rougeLsum_min_mean,RougeScore_rougeLsum_min_sem,MeteorScore_meteor_max_mean,MeteorScore_meteor_max_sem,MeteorScore_meteor_min_mean,MeteorScore_meteor_min_sem
0.5,glue_sst2,0.9999999999999373,0.0,0.0,0.0,4210.0,0.0,0.0,0.0,,,,,0.025700446839133834,0.006090247911482498,0.025700446839133834,0.006090247911482498,0.934250764525994,0.003058103975535141,0.6032110091743119,0.0,0.912038135692704,0.006280586512167653,0.5698005698005698,0.0,0.9639639639639638,0.0022522522522522618,0.9009009009009009,0.0,0.9372473169948662,0.0026816191979090404,0.6980802792321118,0.0,0.8698595777578962,0.005752611715992961,0.24643816888916628,0.0,101351.83820034067,1715.065123235785,112631.68983812832,2538.6040778269644,391.037599,3.7946729616324504,427.51785133333334,25.18001443155482,1.6273253072696816e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5,hellaswag,2.999999999999721,0.0,0.0,0.0,14967.0,0.0,0.0,0.0,14967.0,0.0,14967.0,0.0,0.13590364654858902,0.02490567273282232,0.00022997328172396684,0.00012928433757211164,0.8487353116908983,0.0032942351507436697,0.2534355706034654,0.0,,,,,,,,,,,,,,,,,402337.5385584713,5754.016226794994,540402.2510657847,15346.082057711283,1543.2397586666666,19.45936211761975,2060.5129543333333,201.11415940153555,1.1628879803986811e+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5,piqa,3.000000000000148,0.0,0.0,0.0,6045.0,0.0,0.0,0.0,6045.0,0.0,6045.0,0.0,0.2721175154050191,0.014618631600186225,0.07125710529120012,0.05060031110547108,0.735038084874864,0.00927049540742261,0.49601015596663034,0.00047982432191959293,1.0,0.0,0.5885250972074938,0.06004962608927051,0.7564655172413793,0.016211615081029834,0.0032327586206896005,0.0,0.7368086381325298,0.013491824583887518,0.006444683136412399,0.0,0.47157555736029383,0.018036306846374296,0.01652484507966277,0.012261808431544952,92499.51324947768,1965.922060879303,125466.768555192,16257.501010601312,423.33796299999995,13.297891149852632,677.6095666666666,230.17808970536774,3.0195190956898496e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.75,allenai_task219_rocstories_title_answer_generation,2.9999999999999285,0.0,0.0,0.0,2181.0,0.0,0.0,0.0,2181.0,0.0,2181.0,0.0,0.7338219285011292,0.03647509028268844,0.4090680778026581,0.09352288056576744,,,,,,,,,,,,,,,,,,,,,27534.139390225668,505.9642052376586,81951.00257025666,440.95572224369465,113.85291533333333,2.393918378980529,901.7146186666668,75.78653891550198,8200076518411520.0,,0.004826483591543233,0.00041693212077818255,0.0,0.0,0.17250137267595078,0.016108759941767085,0.020814617659524533,0.00025167949655516346,0.21629386892278646,0.0012762224110781822,0.03589971253857113,0.0004565126088534144,0.06057965915090377,0.0015047358839572395,0.007248856678762867,9.008562485918995e-05,0.21508683922324057,0.0012069657560583717,0.034178894383920265,0.0004055048257545929,0.21510133008547952,0.0011968258480061246,0.034867103861672695,0.0004291303210572722,0.2058447544787343,0.004076224710790117,0.08254000723532377,0.0003338891285474467
0.75,allenai_task288_gigaword_summarization,4.999999999999985,0.0,0.0,0.0,1075.0,0.0,0.0,0.0,1075.0,0.0,1075.0,0.0,2.6609443028767905,0.034934169920467835,0.9484158754348755,0.017454224580154217,,,,,,,,,,,,,,,,,,,,,11270.435979373666,333.4652048296727,33327.35573285533,3580.090670805726,56.69619666666667,0.6262943660285547,445.8389179999999,65.96342818670799,3425758015815632.0,,0.0479799497814671,0.0022100704195913987,0.0010190833604961332,6.594718789131355e-05,1.3454243337501837,0.019730973591960563,0.16203444192769947,0.001539854181436674,0.2152379451129095,0.0030475114693034023,0.090240020907472,0.0017008741583234201,0.06746634439960573,0.0025140109547298127,0.021752309191228964,0.0008657396928051307,0.1762360491929852,0.00021794614527044168,0.07784640951231447,0.0012871746606300052,0.19420574416660408,0.0029640745689576147,0.0796298646191016,0.0012466184446506153,0.212726082926486,0.005051684592725237,0.14911237027477778,0.0020959470274498214
0.75,alpaca_mmlu,0.9999999999999222,0.0,0.0,0.0,6376.0,0.0,0.0,0.0,6376.0,0.0,6376.0,0.0,1.3261550267537434,0.017235454198914136,1.3261550267537434,0.017235454198914136,,,,,,,,,,,,,,,,,,,,,211580.88422682066,12644.247363774262,386407.598184668,20977.71595695562,800.7241186666666,5.147398427598454,2268.8742553333336,219.16111241684567,3.590826159940931e+16,,0.11167018778195914,0.0006446168587637087,0.05445377040535216,0.000414027867274137,2.2999252783000603,0.023705631012390378,1.5058657901606034,0.0029996159404558557,0.3401933573611254,0.0002870228756569029,0.28151787648586274,6.34960721724331e-05,0.1460232663998672,0.0007014154187666978,0.10661625434379819,0.0005743329347336579,0.2651191693729129,0.0009202576830004752,0.2079195912809865,0.0004679971221984384,0.2846753854759068,0.00104693459927351,0.23275616873081786,0.00031818639420834563,0.3334239182444485,0.0006760729280868645,0.2860658420197572,0.0003029278956504853
0.75,arc_challenge,7.999999999999974,0.0,0.0,0.0,560.0,0.0,0.0,0.0,560.0,0.0,560.0,0.0,0.4942263166109721,0.009027047525493399,0.31095463534196216,0.04812090864044436,0.3110367892976589,0.0019309373551492288,0.1872909698996655,0.0,,,,,,,,,,,,,,,,,9926.245507875334,589.0344620373531,16854.927594757333,3424.032425708144,42.71138833333333,0.3654281192726039,98.89038599999999,46.58003347355728,3859956383054848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.75,arc_easy,1.000000000000001,0.0,0.0,0.0,141.0,0.0,0.0,0.0,141.0,0.0,141.0,0.0,0.46820334593455,0.004004272253351454,0.46820334593455,0.004004272253351454,0.34561403508771926,0.03421427479838614,0.2473684210526315,0.0,,,,,,,,,,,,,,,,,2133.6427083486665,288.6504329630283,5245.580173984667,1785.738294424001,10.043511666666667,0.03758215415740633,39.98366766666667,25.68205075904917,876326778572064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.75,boolq,2.999999999999861,0.0,0.0,0.0,3537.0,0.0,0.0,0.0,3537.0,0.0,3537.0,0.0,0.2235486805438995,0.03286547985656734,0.030902472014228466,0.0038153997761678606,0.7942915392456676,0.003873598369011213,0.6186544342507645,0.0,0.8770677298025138,0.006488232299093423,0.6243670886075949,0.0,0.9704869650762419,0.0,0.749959009673717,0.0027582560815315096,0.8302364250743709,0.002528898855530566,0.7598690544964376,0.0,0.5765503054300243,0.0064517845999533694,0.0293381270235792,0.0,71202.14152248033,2814.0912206601092,114351.45004787901,12743.339875329171,298.92466866666666,2.118998277164974,566.3960803333333,168.5005765095364,2.629609754977824e+16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.75,glue_cola,3.0000000000000324,0.0,0.0,0.0,1605.0,0.0,0.0,0.0,,,,,0.23999932408332825,0.05400815695071125,0.13702748467524842,0.021858126650685462,0.8092042186001919,0.004729513770197767,0.6001917545541706,0.0,0.8253582622603549,0.008007682256144958,0.6849148418491483,0.0,0.9833564493758669,0.01664355062413314,0.7808599167822469,0.0,0.8719297490738538,0.002388859938096141,0.729747245625405,0.0,0.5280220286268272,0.011622484718283409,-0.026552650791889603,0.0,23852.851417711663,700.3591091240608,31198.646587408333,1981.3751920906957,104.739153,1.245084926747167,139.20194566666666,20.360597516351298,3603968344277024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
