forward_joules,forward_energy_mean,forward_time,forward_nvidia_time_mean,forward_memory,forward_nvidia_memory_mean,forward_flops,forward_backward_joules,forward_backward_energy_mean,forward_backward_time,forward_backward_nvidia_time_mean,forward_backward_memory,forward_backward_nvidia_memory_mean,forward_backward_flops,forward_backward_optimizer_joules,forward_backward_optimizer_energy_mean,forward_backward_optimizer_time,forward_backward_optimizer_nvidia_time_mean,forward_backward_optimizer_memory,forward_backward_optimizer_nvidia_memory_mean,forward_backward_optimizer_flops,num_trainable_parameters,model_name,input_length,batch_size,repetition,rank
2605.12234,2605.12234,7.325,7.325,7727.0,7727.0,,6262.03169,6262.03169,18.328,18.328,17593.0,17593.0,,6861.53671,6861.53671,19.403,19.403,17633.0,17633.0,,315621376,meta-llama/Llama-3.2-1B,256,12,1,448
2634.20355,2634.20355,7.387,7.387,7755.0,7755.0,,6354.42773,6354.42773,18.507,18.507,17657.0,17657.0,,6958.95105,6958.95105,19.602,19.602,17699.0,17699.0,,360710144,meta-llama/Llama-3.2-1B,256,12,1,512
685.09456,685.09456,2.058,2.058,2781.0,2781.0,,2120.5107,2120.5107,6.863,6.863,7017.0,7017.0,,2376.61697,2376.61697,7.969,7.969,7607.0,7607.0,,355412057,FacebookAI/roberta-large,256,12,1,-1
754.6114200000001,754.6114200000001,2.886,2.886,2783.0,2783.0,,2065.91712,2065.91712,10.671,10.671,6447.0,6447.0,,1946.46312,1946.46312,8.53,8.53,6446.0,6446.0,,196608,FacebookAI/roberta-large,256,12,1,1
770.13397,770.13397,2.823,2.823,2783.0,2783.0,,2107.29679,2107.29679,11.132,11.132,6449.0,6449.0,,2038.70006,2038.70006,9.954,9.954,6449.0,6449.0,,393216,FacebookAI/roberta-large,256,12,1,2
763.78956,763.78956,2.84,2.84,2783.0,2783.0,,2024.31321,2024.31321,9.964,9.964,6451.0,6451.0,,2115.32441,2115.32441,10.997,10.997,6453.0,6453.0,,786432,FacebookAI/roberta-large,256,12,1,4
750.50829,750.50829,2.742,2.742,2785.0,2785.0,,2088.96702,2088.96702,10.664,10.664,6455.0,6455.0,,2076.96173,2076.96173,10.54,10.54,6459.0,6459.0,,1572864,FacebookAI/roberta-large,256,12,1,8
768.74479,768.74479,2.799,2.799,2787.0,2787.0,,2059.00795,2059.00795,9.932,9.932,6467.0,6467.0,,2049.31994,2049.31994,10.021,10.021,6473.0,6473.0,,3145728,FacebookAI/roberta-large,256,12,1,16
757.42312,757.42312,2.782,2.782,2793.0,2793.0,,2092.59441,2092.59441,11.034,11.034,6487.0,6487.0,,2087.07974,2087.07974,10.148,10.148,6501.0,6501.0,,6291456,FacebookAI/roberta-large,256,12,1,32
762.12487,762.12487,2.745,2.745,2805.0,2805.0,,1998.8735,1998.8735,9.433,9.433,6531.0,6531.0,,2095.50883,2095.50883,10.763,10.763,6561.0,6561.0,,12582912,FacebookAI/roberta-large,256,12,1,64
767.90757,767.90757,2.779,2.779,2829.0,2829.0,,2111.46921,2111.46921,10.643,10.643,6625.0,6625.0,,2123.22944,2123.22944,10.634,10.634,6687.0,6687.0,,25165824,FacebookAI/roberta-large,256,12,1,128
788.59316,788.59316,2.795,2.795,2859.0,2859.0,,2134.04907,2134.04907,10.442,10.442,6097.0,6097.0,,2108.13411,2108.13411,10.119,10.119,6321.0,6321.0,,37748736,FacebookAI/roberta-large,256,12,1,192
817.12768,817.12768,2.753,2.753,2877.0,2877.0,,2177.38028,2177.38028,10.708,10.708,6155.0,6155.0,,2268.56291,2268.56291,10.514,10.514,6439.0,6439.0,,50331648,FacebookAI/roberta-large,256,12,1,256
795.66769,795.66769,2.767,2.767,2909.0,2909.0,,2127.66461,2127.66461,9.232,9.232,6263.0,6263.0,,2353.69804,2353.69804,10.962,10.962,6641.0,6641.0,,62914560,FacebookAI/roberta-large,256,12,1,320
807.43448,807.43448,2.767,2.767,2973.0,2973.0,,2293.90008,2293.90008,11.129,11.129,6469.0,6469.0,,2437.65695,2437.65695,10.826,10.826,7045.0,7045.0,,75497472,FacebookAI/roberta-large,256,12,1,384
815.19821,815.19821,2.8040000000000003,2.8040000000000003,2973.0,2973.0,,2230.55003,2230.55003,10.371,10.371,6529.0,6529.0,,2331.11787,2331.11787,9.913,9.913,7105.0,7105.0,,88080384,FacebookAI/roberta-large,256,12,1,448
838.1504,838.1504,2.767,2.767,2973.0,2973.0,,2290.64719,2290.64719,10.501,10.501,6555.0,6555.0,,2269.00589,2269.00589,9.93,9.93,7127.0,7127.0,,100663296,FacebookAI/roberta-large,256,12,1,512
1369.85244,1369.85244,3.786,3.786,5633.0,5633.0,,4260.94188,4260.94188,11.892,11.892,13317.0,13317.0,,5083.82366,5083.82366,15.257,15.257,15321.0,15321.0,,1235814400,meta-llama/Llama-3.2-1B,256,8,1,-1
1552.82144,1552.82144,4.702,4.702,5667.0,5667.0,,3616.14902,3616.14902,11.826,11.826,11031.0,11031.0,,3685.64687,3685.64687,11.795,11.795,11033.0,11033.0,,704512,meta-llama/Llama-3.2-1B,256,8,1,1
1552.07767,1552.07767,4.804,4.804,5669.0,5669.0,,3712.8205,3712.8205,12.448,12.448,11033.0,11033.0,,3704.89708,3704.89708,12.106,12.106,11037.0,11037.0,,1409024,meta-llama/Llama-3.2-1B,256,8,1,2
1548.40523,1548.40523,4.798,4.798,5671.0,5671.0,,3687.58929,3687.58929,12.349,12.349,11039.0,11039.0,,3732.96295,3732.96295,12.295,12.295,11049.0,11049.0,,2818048,meta-llama/Llama-3.2-1B,256,8,1,4
1553.77279,1553.77279,4.72,4.72,5677.0,5677.0,,3642.931,3642.931,12.228,12.228,11053.0,11053.0,,3685.22127,3685.22127,12.103,12.103,11075.0,11075.0,,5636096,meta-llama/Llama-3.2-1B,256,8,1,8
1566.60496,1566.60496,4.74,4.74,5687.0,5687.0,,3654.85966,3654.85966,12.081,12.081,11077.0,11077.0,,3669.66717,3669.66717,12.053,12.053,11129.0,11129.0,,11272192,meta-llama/Llama-3.2-1B,256,8,1,16
1555.1946,1555.1946,4.754,4.754,5709.0,5709.0,,3632.30115,3632.30115,12.03,12.03,11127.0,11127.0,,3682.12476,3682.12476,12.02,12.02,11237.0,11237.0,,22544384,meta-llama/Llama-3.2-1B,256,8,1,32
1550.19485,1550.19485,4.782,4.782,5751.0,5751.0,,3604.36749,3604.36749,11.452,11.452,11229.0,11229.0,,3757.33972,3757.33972,12.084,12.084,11453.0,11453.0,,45088768,meta-llama/Llama-3.2-1B,256,8,1,64
1605.94773,1605.94773,4.878,4.878,5853.0,5853.0,,3753.18351,3753.18351,12.169,12.169,12329.0,12329.0,,3892.98488,3892.98488,12.39,12.39,12497.0,12497.0,,90177536,meta-llama/Llama-3.2-1B,256,8,1,128
1632.22194,1632.22194,4.918,4.918,5969.0,5969.0,,3847.54325,3847.54325,12.281,12.281,12565.0,12565.0,,4057.82511,4057.82511,12.647,12.647,12883.0,12883.0,,135266304,meta-llama/Llama-3.2-1B,256,8,1,192
1648.02051,1648.02051,4.959,4.959,6009.0,6009.0,,3851.96085,3851.96085,12.263,12.263,12639.0,12639.0,,4169.96671,4169.96671,12.944,12.944,12977.0,12977.0,,180355072,meta-llama/Llama-3.2-1B,256,8,1,256
1703.35091,1703.35091,5.062,5.062,6115.0,6115.0,,4000.60514,4000.60514,12.488,12.488,12659.0,12659.0,,4375.34832,4375.34832,13.302,13.302,12687.0,12687.0,,225443840,meta-llama/Llama-3.2-1B,256,8,1,320
1718.04607,1718.04607,5.109,5.109,6191.0,6191.0,,4083.44412,4083.44412,12.747,12.747,12771.0,12771.0,,4478.78119,4478.78119,13.506,13.506,13807.0,13807.0,,270532608,meta-llama/Llama-3.2-1B,256,8,1,384
1754.14375,1754.14375,5.254,5.254,6321.0,6321.0,,4206.77767,4206.77767,13.387,13.387,12913.0,12913.0,,4649.84563,4649.84563,14.245,14.245,13961.0,13961.0,,315621376,meta-llama/Llama-3.2-1B,256,8,1,448
1757.27783,1757.27783,5.294,5.294,6329.0,6329.0,,4242.06983,4242.06983,13.403,13.403,12953.0,12953.0,,4759.52612,4759.52612,14.461,14.461,13999.0,13999.0,,360710144,meta-llama/Llama-3.2-1B,256,8,1,512
461.6224,461.6224,1.728,1.728,2255.0,2255.0,,1544.96718,1544.96718,6.215,6.215,5055.0,5055.0,,1820.15913,1820.15913,7.976,7.976,5843.0,5843.0,,355412057,FacebookAI/roberta-large,256,8,1,-1
549.5226,549.5226,2.506,2.506,2257.0,2257.0,,1640.23368,1640.23368,10.722,10.722,4661.0,4661.0,,1427.01053,1427.01053,7.446,7.446,4661.0,4661.0,,196608,FacebookAI/roberta-large,256,8,1,1
563.91189,563.91189,2.683,2.683,2257.0,2257.0,,1718.90397,1718.90397,11.315,11.315,4661.0,4661.0,,1686.67002,1686.67002,10.826,10.826,4663.0,4663.0,,393216,FacebookAI/roberta-large,256,8,1,2
556.17184,556.17184,2.569,2.569,2257.0,2257.0,,1722.83956,1722.83956,11.263,11.263,4665.0,4665.0,,1631.12897,1631.12897,10.523,10.523,4665.0,4665.0,,786432,FacebookAI/roberta-large,256,8,1,4
539.29007,539.29007,2.585,2.585,2259.0,2259.0,,1610.68621,1610.68621,10.101,10.101,4669.0,4669.0,,1457.06876,1457.06876,9.526,9.526,4671.0,4671.0,,1572864,FacebookAI/roberta-large,256,8,1,8
539.10146,539.10146,2.516,2.516,2261.0,2261.0,,1670.57595,1670.57595,10.873,10.873,4677.0,4677.0,,1669.05666,1669.05666,10.478,10.478,4685.0,4685.0,,3145728,FacebookAI/roberta-large,256,8,1,16
547.90135,547.90135,2.571,2.571,2267.0,2267.0,,1658.24297,1658.24297,10.882,10.882,4695.0,4695.0,,1665.46614,1665.46614,10.572,10.572,4715.0,4715.0,,6291456,FacebookAI/roberta-large,256,8,1,32
566.94374,566.94374,2.716,2.716,2279.0,2279.0,,1706.3644,1706.3644,11.066,11.066,4731.0,4731.0,,1697.89925,1697.89925,10.754,10.754,4775.0,4775.0,,12582912,FacebookAI/roberta-large,256,8,1,64
558.71051,558.71051,2.522,2.522,2303.0,2303.0,,1425.76799,1425.76799,7.393,7.393,4803.0,4803.0,,1607.78059,1607.78059,9.423,9.423,4895.0,4895.0,,25165824,FacebookAI/roberta-large,256,8,1,128
558.79987,558.79987,2.504,2.504,2333.0,2333.0,,1730.89201,1730.89201,10.894,10.894,4901.0,4901.0,,1769.3506,1769.3506,10.31,10.31,5039.0,5039.0,,37748736,FacebookAI/roberta-large,256,8,1,192
587.19283,587.19283,2.545,2.545,2351.0,2351.0,,1761.37131,1761.37131,10.869,10.869,4947.0,4947.0,,1724.30803,1724.30803,10.357,10.357,5135.0,5135.0,,50331648,FacebookAI/roberta-large,256,8,1,256
579.83447,579.83447,2.552,2.552,2383.0,2383.0,,1537.20991,1537.20991,7.969,7.969,4693.0,4693.0,,1617.60901,1617.60901,8.281,8.281,5077.0,5077.0,,62914560,FacebookAI/roberta-large,256,8,1,320
583.77962,583.77962,2.595,2.595,2447.0,2447.0,,1817.14904,1817.14904,10.787,10.787,4833.0,4833.0,,1790.93923,1790.93923,10.3,10.3,5409.0,5409.0,,75497472,FacebookAI/roberta-large,256,8,1,384
582.97921,582.97921,2.537,2.537,2447.0,2447.0,,1709.43563,1709.43563,9.886,9.886,4841.0,4841.0,,1720.91428,1720.91428,8.185,8.185,5417.0,5417.0,,88080384,FacebookAI/roberta-large,256,8,1,448
594.49033,594.49033,2.596,2.596,2447.0,2447.0,,1842.70807,1842.70807,10.251,10.251,4849.0,4849.0,,1910.10145,1910.10145,10.41,10.41,5423.0,5423.0,,100663296,FacebookAI/roberta-large,256,8,1,512
723.27439,723.27439,2.064,2.064,4273.0,4273.0,,2263.76542,2263.76542,6.928,6.928,9103.0,9103.0,,3172.5912,3172.5912,10.949,10.949,13149.0,13149.0,,1235814400,meta-llama/Llama-3.2-1B,256,4,1,-1
803.28043,803.28043,2.837,2.837,4283.0,4283.0,,2285.78783,2285.78783,11.505,11.505,6981.0,6980.415268456376,,2192.62272,2192.62272,10.892,10.892,6982.0,6982.0,,704512,meta-llama/Llama-3.2-1B,256,4,1,1
819.8729,819.8729,2.949,2.949,4287.0,4287.0,,2076.64095,2076.64095,9.292,9.292,6983.0,6983.0,,2188.5415,2188.5415,11.028,11.028,6987.0,6987.0,,1409024,meta-llama/Llama-3.2-1B,256,4,1,2
835.52522,835.52522,3.0,3.0,4289.0,4289.0,,2266.1707,2266.1707,11.903,11.903,6989.0,6989.0,,2323.57834,2323.57834,11.686,11.686,6997.0,6997.0,,2818048,meta-llama/Llama-3.2-1B,256,4,1,4
819.85158,819.85158,2.99,2.99,4293.0,4293.0,,2186.02498,2186.02498,10.934,10.934,7001.0,7001.0,,2200.02963,2200.02963,11.04,11.04,7023.0,7023.0,,5636096,meta-llama/Llama-3.2-1B,256,4,1,8
810.54029,810.54029,2.974,2.974,4303.0,4303.0,,2266.62885,2266.62885,11.7,11.7,7025.0,7025.0,,2205.31112,2205.31112,10.305,10.305,7077.0,7077.0,,11272192,meta-llama/Llama-3.2-1B,256,4,1,16
822.0335200000001,822.0335200000001,2.944,2.944,4325.0,4325.0,,2216.80474,2216.80474,11.882,11.882,7071.0,7071.0,,2031.62239,2031.62239,9.063,9.063,7185.0,7185.0,,22544384,meta-llama/Llama-3.2-1B,256,4,1,32
821.94282,821.94282,3.007,3.007,4367.0,4367.0,,2273.75771,2273.75771,11.974,11.974,7163.0,7163.0,,2141.6948,2141.6948,9.956,9.956,7401.0,7401.0,,45088768,meta-llama/Llama-3.2-1B,256,4,1,64
822.04033,822.04033,2.892,2.892,4457.0,4457.0,,2222.04889,2222.04889,10.371,10.371,7739.0,7739.0,,2375.38827,2375.38827,11.264,11.264,7933.0,7933.0,,90177536,meta-llama/Llama-3.2-1B,256,4,1,128
840.2271000000001,840.2271000000001,2.831,2.831,4569.0,4569.0,,2103.05605,2103.05605,8.698,8.698,7909.0,7909.0,,2320.79223,2320.79223,10.09,10.09,8357.0,8357.0,,135266304,meta-llama/Llama-3.2-1B,256,4,1,192
857.0512200000001,857.0512200000001,2.886,2.886,4633.0,4633.0,,2330.56142,2330.56142,10.945,10.945,8013.0,8013.0,,2370.74841,2370.74841,10.596,10.596,8409.0,8409.0,,180355072,meta-llama/Llama-3.2-1B,256,4,1,256
874.17547,874.17547,2.89,2.89,4731.0,4731.0,,2459.31878,2459.31878,11.681,11.681,7999.0,7999.0,,2453.00256,2453.00256,10.265,10.265,8515.0,8515.0,,225443840,meta-llama/Llama-3.2-1B,256,4,1,320
882.43335,882.43335,2.895,2.895,4815.0,4815.0,,2456.77903,2456.77903,11.674,11.674,8607.0,8607.0,,2586.1985600000003,2586.1985600000003,11.001,11.001,9131.0,9131.0,,270532608,meta-llama/Llama-3.2-1B,256,4,1,384
909.62602,909.62602,2.975,2.975,4937.0,4937.0,,2499.76094,2499.76094,11.667,11.667,8739.0,8739.0,,2736.90086,2736.90086,11.104,11.104,9257.0,9257.0,,315621376,meta-llama/Llama-3.2-1B,256,4,1,448
867.31125,867.31125,2.831,2.831,4961.0,4961.0,,2307.25352,2307.25352,8.616,8.616,8777.0,8777.0,,2730.8893900000003,2730.8893900000003,11.111,11.111,9297.0,9297.0,,360710144,meta-llama/Llama-3.2-1B,256,4,1,512
279.95953000000003,279.95953000000003,1.466,1.466,1733.0,1733.0,,897.9867,897.9867,4.578,4.578,3443.0,3443.0,,1337.98345,1337.98345,8.007,8.007,4699.0,4699.0,,355412057,FacebookAI/roberta-large,256,4,1,-1
369.29441,369.29441,2.417,2.417,1735.0,1735.0,,1252.87586,1252.87586,10.578,10.578,2761.0,2761.0,,1260.29037,1260.29037,10.573,10.573,2761.0,2761.0,,196608,FacebookAI/roberta-large,256,4,1,1
384.48062,384.48062,2.568,2.568,1735.0,1735.0,,1328.13099,1328.13099,11.075,11.075,2763.0,2763.0,,1319.56873,1319.56873,11.041,11.041,2763.0,2763.0,,393216,FacebookAI/roberta-large,256,4,1,2
389.7831,389.7831,2.489,2.489,1735.0,1735.0,,1274.2918,1274.2918,10.454,10.454,2765.0,2765.0,,1179.37502,1179.37502,9.396,9.396,2765.0,2765.0,,786432,FacebookAI/roberta-large,256,4,1,4
367.76569,367.76569,2.36,2.36,1737.0,1737.0,,1312.13186,1312.13186,10.728,10.728,2769.0,2769.0,,1294.13564,1294.13564,10.902,10.902,2771.0,2771.0,,1572864,FacebookAI/roberta-large,256,4,1,8
375.85256,375.85256,2.459,2.459,1739.0,1739.0,,1226.03122,1226.03122,10.119,10.119,2775.0,2775.0,,1069.96209,1069.96209,8.212,8.212,2781.0,2781.0,,3145728,FacebookAI/roberta-large,256,4,1,16
379.40611,379.40611,2.42,2.42,1745.0,1745.0,,1342.62888,1342.62888,11.218,11.218,2791.0,2791.0,,1346.28662,1346.28662,10.909,10.909,2803.0,2803.0,,6291456,FacebookAI/roberta-large,256,4,1,32
367.38237,367.38237,2.336,2.336,1757.0,1757.0,,1302.85371,1302.85371,10.128,10.128,2821.0,2821.0,,1183.1968,1183.1968,9.576,9.576,2845.0,2845.0,,12582912,FacebookAI/roberta-large,256,4,1,64
373.11784,373.11784,2.319,2.319,1781.0,1781.0,,1303.46606,1303.46606,10.527,10.527,2881.0,2881.0,,1334.00654,1334.00654,10.763,10.763,2929.0,2929.0,,25165824,FacebookAI/roberta-large,256,4,1,128
388.88862,388.88862,2.433,2.433,1811.0,1811.0,,1104.93684,1104.93684,8.101,8.101,2979.0,2979.0,,1343.85469,1343.85469,10.29,10.29,3035.0,3035.0,,37748736,FacebookAI/roberta-large,256,4,1,192
378.72033,378.72033,2.374,2.374,1829.0,1829.0,,1334.29156,1334.29156,10.556,10.556,3001.0,3001.0,,1406.93109,1406.93109,10.935,10.935,3099.0,3099.0,,50331648,FacebookAI/roberta-large,256,4,1,256
385.16888,385.16888,2.441,2.441,1861.0,1861.0,,1340.66206,1340.66206,10.379,10.379,3111.0,3111.0,,1383.25464,1383.25464,10.279,10.279,3271.0,3271.0,,62914560,FacebookAI/roberta-large,256,4,1,320
393.77581,393.77581,2.353,2.353,1925.0,1925.0,,1354.68928,1354.68928,10.464,10.464,3239.0,3239.0,,1414.11925,1414.11925,10.109,10.109,3577.0,3577.0,,75497472,FacebookAI/roberta-large,256,4,1,384
394.09547,394.09547,2.268,2.268,1925.0,1925.0,,1406.02269,1406.02269,10.961,10.961,3239.0,3239.0,,1441.1596,1441.1596,10.894,10.894,3577.0,3577.0,,88080384,FacebookAI/roberta-large,256,4,1,448
400.49334,400.49334,2.401,2.401,1925.0,1925.0,,1383.74368,1383.74368,10.653,10.653,3241.0,3241.0,,1224.77061,1224.77061,8.05,8.05,3577.0,3577.0,,100663296,FacebookAI/roberta-large,256,4,1,512
3321.20259,3321.20259,8.729,8.729,9781.0,9781.0,,9966.99027,9966.99027,25.991,25.991,23819.0,23819.0,,10818.25777,10818.25777,29.59,29.59,26327.0,26327.0,,1235814400,meta-llama/Llama-3.2-1B,256,20,2,-1
3892.43231,3892.43231,10.771,10.771,9835.0,9835.0,,9099.13769,9099.13769,25.665,25.665,23219.0,23219.0,,9227.74998,9227.74998,25.85,25.85,23221.0,23221.0,,704512,meta-llama/Llama-3.2-1B,256,20,2,1
3885.85293,3885.85293,10.93,10.93,9837.0,9837.0,,9203.63818,9203.63818,26.563,26.563,23223.0,23223.0,,9412.00602,9412.00602,26.587,26.587,23227.0,23227.0,,1409024,meta-llama/Llama-3.2-1B,256,20,2,2
3955.8464,3955.8464,10.947,10.947,9841.0,9841.0,,9316.59661,9316.59661,26.616,26.616,23231.0,23231.0,,9441.40237,9441.40237,26.605,26.605,23237.0,23237.0,,2818048,meta-llama/Llama-3.2-1B,256,20,2,4
3907.0264,3907.0264,10.807,10.807,9843.0,9843.0,,9224.94891,9224.94891,26.109,26.109,23247.0,23247.0,,9381.86371,9381.86371,26.174,26.174,23259.0,23259.0,,5636096,meta-llama/Llama-3.2-1B,256,20,2,8
3910.65431,3910.65431,10.802,10.802,9855.0,9855.0,,9245.82136,9245.82136,26.288,26.288,23277.0,23277.0,,9336.32628,9336.32628,26.365,26.365,23313.0,23313.0,,11272192,meta-llama/Llama-3.2-1B,256,20,2,16
3886.86257,3886.86257,10.783,10.783,9877.0,9877.0,,9111.89793,9111.89793,26.012,26.012,23341.0,23341.0,,9406.18853,9406.18853,26.118,26.118,23419.0,23419.0,,22544384,meta-llama/Llama-3.2-1B,256,20,2,32
3953.88786,3953.88786,10.904,10.904,9919.0,9919.0,,9208.67151,9208.67151,26.229,26.229,23467.0,23467.0,,9417.78394,9417.78394,26.378,26.378,23637.0,23637.0,,45088768,meta-llama/Llama-3.2-1B,256,20,2,64
3990.10832,3990.10832,11.066,11.066,10039.0,10039.0,,9383.94814,9383.94814,26.558,26.558,26093.0,26093.0,,9676.98846,9676.98846,26.97,26.97,26311.0,26311.0,,90177536,meta-llama/Llama-3.2-1B,256,20,2,128
4071.54652,4071.54652,11.158,11.158,10117.0,10117.0,,9652.74277,9652.74277,27.07,27.07,26379.0,26379.0,,10089.45025,10089.45025,27.463,27.463,26807.0,26807.0,,135266304,meta-llama/Llama-3.2-1B,256,20,2,192
4122.32132,4122.32132,11.226,11.226,10215.0,10215.0,,9778.9095,9778.9095,27.273,27.273,26477.0,26477.0,,10291.66278,10291.66278,27.821,27.821,26921.0,26921.0,,180355072,meta-llama/Llama-3.2-1B,256,20,2,256
4252.68473,4252.68473,11.581,11.581,10263.0,10263.0,,10225.31442,10225.31442,28.134,28.134,26632.0,26632.0,,10777.89609,10777.89609,28.801,28.801,26652.0,26652.0,,225443840,meta-llama/Llama-3.2-1B,256,20,2,320
4226.23555,4226.23555,11.662,11.662,10385.0,10385.0,,10163.29308,10163.29308,28.377,28.377,26769.0,26769.0,,10919.73039,10919.73039,29.148,29.148,26797.0,26797.0,,270532608,meta-llama/Llama-3.2-1B,256,20,2,384
4369.70225,4369.70225,11.862,11.862,10469.0,10469.0,,10572.54206,10572.54206,29.567,29.567,26935.0,26935.0,,11359.40965,11359.40965,30.482,30.482,26973.0,26973.0,,315621376,meta-llama/Llama-3.2-1B,256,20,2,448
4419.5066,4419.5066,11.959,11.959,10509.0,10509.0,,10718.41771,10718.41771,29.749,29.749,27007.0,27007.0,,11728.47222,11728.47222,30.808,30.808,27043.0,27043.0,,360710144,meta-llama/Llama-3.2-1B,256,20,2,512
1226.21097,1226.21097,3.345,3.345,3833.0,3833.0,,3493.33716,3493.33716,10.524,10.524,9795.0,9795.0,,3783.51599,3783.51599,11.528,11.528,10777.0,10777.0,,355412057,FacebookAI/roberta-large,256,20,2,-1
1233.14859,1233.14859,3.835,3.835,3805.0,3805.0,,2986.27047,2986.27047,10.54,10.54,9815.0,9815.0,,3017.24557,3017.24557,10.349,10.349,9815.0,9815.0,,196608,FacebookAI/roberta-large,256,20,2,1
1227.01077,1227.01077,3.916,3.916,3805.0,3805.0,,2996.91241,2996.91241,10.743,10.743,9817.0,9817.0,,2946.59777,2946.59777,9.336,9.336,9817.0,9817.0,,393216,FacebookAI/roberta-large,256,20,2,2
1251.11232,1251.11232,3.901,3.901,3805.0,3805.0,,3039.52657,3039.52657,10.838,10.838,9821.0,9821.0,,2974.44737,2974.44737,10.063,10.063,9821.0,9821.0,,786432,FacebookAI/roberta-large,256,20,2,4
1238.18593,1238.18593,3.867,3.867,3807.0,3807.0,,2988.77618,2988.77618,10.867,10.867,9827.0,9827.0,,3024.21443,3024.21443,10.754,10.754,9829.0,9829.0,,1572864,FacebookAI/roberta-large,256,20,2,8
1271.70553,1271.70553,3.802,3.802,3809.0,3809.0,,2992.06693,2992.06693,10.69,10.69,9841.0,9841.0,,3056.01776,3056.01776,10.774,10.774,9847.0,9847.0,,3145728,FacebookAI/roberta-large,256,20,2,16
1240.70828,1240.70828,3.861,3.861,3815.0,3815.0,,2972.05207,2972.05207,10.677,10.677,9867.0,9867.0,,3054.78935,3054.78935,10.773,10.773,9881.0,9881.0,,6291456,FacebookAI/roberta-large,256,20,2,32
1211.73279,1211.73279,3.829,3.829,3827.0,3827.0,,2982.00882,2982.00882,10.311,10.311,9923.0,9923.0,,3023.06042,3023.06042,10.3,10.3,9951.0,9951.0,,12582912,FacebookAI/roberta-large,256,20,2,64
1278.42456,1278.42456,3.974,3.974,3851.0,3851.0,,3050.5282,3050.5282,10.309,10.309,10021.0,10021.0,,3093.7903300000003,3093.7903300000003,10.043,10.043,10155.0,10155.0,,25165824,FacebookAI/roberta-large,256,20,2,128
1303.89213,1303.89213,4.026,4.026,3881.0,3881.0,,3116.20242,3116.20242,10.534,10.534,10177.0,10177.0,,3215.1906,3215.1906,10.698,10.698,10401.0,10401.0,,37748736,FacebookAI/roberta-large,256,20,2,192
1317.05353,1317.05353,4.061,4.061,3899.0,3899.0,,3196.3332,3196.3332,10.964,10.964,10247.0,10247.0,,3269.31918,3269.31918,10.618,10.618,10527.0,10527.0,,50331648,FacebookAI/roberta-large,256,20,2,256
1347.0501,1347.0501,4.089,4.089,3931.0,3931.0,,3275.019,3275.019,10.94,10.94,10447.0,10447.0,,3404.59119,3404.59119,10.762,10.762,10823.0,10823.0,,62914560,FacebookAI/roberta-large,256,20,2,320
1322.7558,1322.7558,4.135,4.135,3995.0,3995.0,,3237.27603,3237.27603,10.689,10.689,9645.0,9645.0,,3480.1202000000003,3480.1202000000003,10.924,10.924,10221.0,10221.0,,75497472,FacebookAI/roberta-large,256,20,2,384
1364.70039,1364.70039,4.247,4.247,3995.0,3995.0,,3282.98142,3282.98142,10.354,10.354,10655.0,10655.0,,3495.93513,3495.93513,10.663,10.663,11223.0,11223.0,,88080384,FacebookAI/roberta-large,256,20,2,448
1377.22824,1377.22824,4.289,4.289,3995.0,3995.0,,3336.90949,3336.90949,10.866,10.866,10677.0,10677.0,,3609.55215,3609.55215,10.946,10.946,11247.0,11247.0,,100663296,FacebookAI/roberta-large,256,20,2,512
2719.71708,2719.71708,7.29,7.29,8401.0,8401.0,,8253.44295,8253.44295,21.627,21.627,21633.0,21633.0,,9111.34557,9111.34557,25.183,25.183,23637.0,23637.0,,1235814400,meta-llama/Llama-3.2-1B,256,16,2,-1
3134.47021,3134.47021,8.929,8.929,8467.0,8467.0,,7307.87591,7307.87591,21.362,21.362,19157.0,19157.0,,7414.55789,7414.55789,21.362,21.362,19159.0,19159.0,,704512,meta-llama/Llama-3.2-1B,256,16,2,1
3179.19927,3179.19927,9.127,9.127,8467.0,8467.0,,7432.7299,7432.7299,22.093,22.093,19161.0,19161.0,,7591.7954,7591.7954,22.108,22.108,19163.0,19163.0,,1409024,meta-llama/Llama-3.2-1B,256,16,2,2
3174.70787,3174.70787,9.136,9.136,8473.0,8473.0,,7461.02131,7461.02131,22.113,22.113,19167.0,19167.0,,7566.32364,7566.32364,22.134,22.134,19173.0,19173.0,,2818048,meta-llama/Llama-3.2-1B,256,16,2,4
3136.04322,3136.04322,8.971,8.971,8475.0,8475.0,,7430.2138,7430.2138,21.717,21.717,19181.0,19181.0,,7453.27647,7453.27647,21.694,21.694,19197.0,19197.0,,5636096,meta-llama/Llama-3.2-1B,256,16,2,8
3144.95248,3144.95248,8.975,8.975,8487.0,8487.0,,7444.26521,7444.26521,21.818,21.818,19211.0,19211.0,,7509.79923,7509.79923,21.869,21.869,19251.0,19251.0,,11272192,meta-llama/Llama-3.2-1B,256,16,2,16
3143.6271500000003,3143.6271500000003,8.953,8.953,8507.0,8507.0,,7358.23802,7358.23802,21.547,21.547,19267.0,19267.0,,7478.15759,7478.15759,21.645,21.645,19359.0,19359.0,,22544384,meta-llama/Llama-3.2-1B,256,16,2,32
