forward_joules,forward_time,forward_flops,forward_backward_optimizer_joules,forward_backward_optimizer_time,forward_backward_optimizer_flops,forward_backward_joules,forward_backward_time,forward_backward_flops,num_trainable_parameters,model_name,input_length,batch_size,rank,rep
921.24907,3.233,,2261.22621,8.336,,2174.10459,7.827,,50331648,FacebookAI/roberta-large,256,16,256,4
893.70049,3.153,,2204.67729,8.222,,2091.2226,8.3,,25165824,FacebookAI/roberta-large,256,16,128,4
885.54585,3.081,,2127.31888,8.377,,2136.58869,8.234,,12582912,FacebookAI/roberta-large,256,16,64,4
870.80352,3.044,,2143.2561,8.409,,2085.45878,8.022,,6291456,FacebookAI/roberta-large,256,16,32,4
865.09006,3.047,,2114.56779,8.484,,2033.35066,7.561,,3145728,FacebookAI/roberta-large,256,16,16,4
874.31253,3.066,,2152.5985,8.071,,2096.32615,8.283,,1572864,FacebookAI/roberta-large,256,16,8,4
866.80844,3.082,,2061.24292,8.074,,,,,786432,FacebookAI/roberta-large,256,16,4,4
875.20813,3.085,,2080.813,8.489,,,,,393216,FacebookAI/roberta-large,256,16,2,4
875.07986,2.994,,2016.82522,7.461,,,,,196608,FacebookAI/roberta-large,256,16,1,4
558.24152,1.8,,2008.99086,7.068,,,,,355412057,FacebookAI/roberta-large,256,12,-1,4
781.83966,2.492,,2297.8022,8.388,,,,,201326592,FacebookAI/roberta-large,256,12,1024,4
705.22277,2.332,,1988.48454,8.384,,,,,100663296,FacebookAI/roberta-large,256,12,512,4
680.23669,2.35,,1867.86932,8.276,,,,,50331648,FacebookAI/roberta-large,256,12,256,4
655.75829,2.339,,1845.13281,8.479,,,,,25165824,FacebookAI/roberta-large,256,12,128,4
656.30976,2.365,,1698.05376,7.377,,,,,12582912,FacebookAI/roberta-large,256,12,64,4
644.57838,2.314,,1707.58854,8.589,,,,,6291456,FacebookAI/roberta-large,256,12,32,4
644.97806,2.338,,1711.19922,8.529,,,,,3145728,FacebookAI/roberta-large,256,12,16,4
656.64166,2.358,,1675.54916,8.344,,,,,1572864,FacebookAI/roberta-large,256,12,8,4
666.19606,2.419,,1694.80517,8.661,,,,,786432,FacebookAI/roberta-large,256,12,4,4
652.55727,2.415,,1802.6928,8.658,,,,,393216,FacebookAI/roberta-large,256,12,2,4
647.49672,2.349,,1675.26077,8.415,,,,,196608,FacebookAI/roberta-large,256,12,1,4
383.09259,1.43,,1562.49911,6.935,,,,,355412057,FacebookAI/roberta-large,256,8,-1,4
543.23358,2.124,,1712.88608,7.67,,,,,201326592,FacebookAI/roberta-large,256,8,1024,4
505.21868,2.147,,1547.49889,8.426,,,,,100663296,FacebookAI/roberta-large,256,8,512,4
469.36414,2.132,,1469.06398,8.455,,,,,50331648,FacebookAI/roberta-large,256,8,256,4
461.84246,2.156,,1324.41533,7.404,,,,,25165824,FacebookAI/roberta-large,256,8,128,4
463.79569,2.146,,1367.32373,8.586,,,,,12582912,FacebookAI/roberta-large,256,8,64,4
457.02698,2.139,,1339.78484,8.423,,,,,6291456,FacebookAI/roberta-large,256,8,32,4
457.66694,2.127,,1359.80637,8.515,,,,,3145728,FacebookAI/roberta-large,256,8,16,4
459.83912,2.15,,1355.41345,8.334,,,,,1572864,FacebookAI/roberta-large,256,8,8,4
464.15232,2.22,,1356.16454,8.541,,,,,786432,FacebookAI/roberta-large,256,8,4,4
465.71728,2.228,,1199.27368,6.675,,,,,393216,FacebookAI/roberta-large,256,8,2,4
461.43035,2.148,,1332.36011,8.477,,,,,196608,FacebookAI/roberta-large,256,8,1,4
228.58226,1.209,,1123.07685,6.703,,,,,355412057,FacebookAI/roberta-large,256,4,-1,4
332.99169,1.949,,1085.32065,6.31,,,,,201326592,FacebookAI/roberta-large,256,4,1024,4
332.82604,1.971,,1045.57866,8.305,,,,,100663296,FacebookAI/roberta-large,256,4,512,4
316.49978,1.999,,836.90379,8.295,,,,,50331648,FacebookAI/roberta-large,256,4,256,4
304.56202,1.968,,801.19071,8.114,,,,,25165824,FacebookAI/roberta-large,256,4,128,4
308.61449,1.977,,768.37456,8.531,,,,,12582912,FacebookAI/roberta-large,256,4,64,4
305.71551,1.993,,827.98043,8.138,,,,,6291456,FacebookAI/roberta-large,256,4,32,4
305.06242,2.002,,792.01743,9.413,,,,,3145728,FacebookAI/roberta-large,256,4,16,4
304.18273,1.977,,706.59856,8.614,,,,,1572864,FacebookAI/roberta-large,256,4,8,4
320.11924,2.063,,770.92978,8.642,,,,,786432,FacebookAI/roberta-large,256,4,4,4
314.71238,2.062,,793.00068,9.144,,,,,393216,FacebookAI/roberta-large,256,4,2,4
304.82522,1.942,,813.83186,5.862,,,,,196608,FacebookAI/roberta-large,256,4,1,4
2389.47984,6.54,,7964.17367,22.587,,,,,1235814400,meta-llama/Llama-3.2-1B,256,16,-1,5
3560.39028,10.229,,10066.21145,27.754,,,,,721420288,meta-llama/Llama-3.2-1B,256,16,1024,5
3116.0267,8.923,,8218.78883,23.091,,,,,360710144,meta-llama/Llama-3.2-1B,256,16,512,5
2939.05785,8.424,,7277.22119,20.852,,,,,180355072,meta-llama/Llama-3.2-1B,256,16,256,5
2830.84185,8.29,,6853.18058,20.13,,,,,90177536,meta-llama/Llama-3.2-1B,256,16,128,5
2776.66623,8.123,,6630.0676,19.58,,,,,45088768,meta-llama/Llama-3.2-1B,256,16,64,5
2763.70705,8.057,,6544.44063,19.421,,,,,22544384,meta-llama/Llama-3.2-1B,256,16,32,5
2767.9479,8.054,,6570.88449,19.587,,,,,11272192,meta-llama/Llama-3.2-1B,256,16,16,5
2766.6195,8.051,,6577.62257,19.474,,,,,5636096,meta-llama/Llama-3.2-1B,256,16,8,5
2792.21543,8.192,,6618.70941,19.792,,,,,2818048,meta-llama/Llama-3.2-1B,256,16,4,5
2792.99343,8.199,,6629.0765,19.798,,,,,1409024,meta-llama/Llama-3.2-1B,256,16,2,5
2772.36811,8.032,,6491.23506,19.14,,,,,704512,meta-llama/Llama-3.2-1B,256,16,1,5
1811.40301,4.902,,6207.22932,17.963,,,,,1235814400,meta-llama/Llama-3.2-1B,256,12,-1,5
2615.24751,7.332,,7441.19768,20.878,,,,,721420288,meta-llama/Llama-3.2-1B,256,12,1024,5
2332.86096,6.635,,6140.27707,17.484,,,,,360710144,meta-llama/Llama-3.2-1B,256,12,512,5
2190.47996,6.349,,5391.9004,15.761,,,,,180355072,meta-llama/Llama-3.2-1B,256,12,256,5
2131.29878,6.242,,5103.25593,15.14,,,,,90177536,meta-llama/Llama-3.2-1B,256,12,128,5
2064.13384,6.115,,4851.70026,14.766,,,,,45088768,meta-llama/Llama-3.2-1B,256,12,64,5
2091.68373,6.071,,4846.59211,14.613,,,,,22544384,meta-llama/Llama-3.2-1B,256,12,32,5
2062.50152,6.075,,4884.34731,14.825,,,,,11272192,meta-llama/Llama-3.2-1B,256,12,16,5
2039.05027,6.072,,4824.78191,14.692,,,,,5636096,meta-llama/Llama-3.2-1B,256,12,8,5
2070.99077,6.14,,4847.31919,14.866,,,,,2818048,meta-llama/Llama-3.2-1B,256,12,4,5
2070.45053,6.155,,4874.0372,14.866,,,,,1409024,meta-llama/Llama-3.2-1B,256,12,2,5
2013.53198,6.05,,4788.43744,14.415,,,,,704512,meta-llama/Llama-3.2-1B,256,12,1,5
1208.5466,3.396,,4457.14764,13.699,,,,,1235814400,meta-llama/Llama-3.2-1B,256,8,-1,5
1748.62042,5.365,,5178.38099,15.669,,,,,721420288,meta-llama/Llama-3.2-1B,256,8,1024,5
1556.02858,4.757,,4148.48352,12.888,,,,,360710144,meta-llama/Llama-3.2-1B,256,8,512,5
1467.62599,4.471,,3619.56301,11.348,,,,,180355072,meta-llama/Llama-3.2-1B,256,8,256,5
1404.55846,4.398,,3383.97218,10.787,,,,,90177536,meta-llama/Llama-3.2-1B,256,8,128,5
1373.18667,4.297,,3252.30628,10.436,,,,,45088768,meta-llama/Llama-3.2-1B,256,8,64,5
1355.60606,4.262,,3189.91129,10.309,,,,,22544384,meta-llama/Llama-3.2-1B,256,8,32,5
1368.06302,4.256,,3207.62842,10.434,,,,,11272192,meta-llama/Llama-3.2-1B,256,8,16,5
1357.77719,4.256,,3178.78092,10.315,,,,,5636096,meta-llama/Llama-3.2-1B,256,8,8,5
1377.07288,4.312,,3230.38652,10.507,,,,,2818048,meta-llama/Llama-3.2-1B,256,8,4,5
1377.97806,4.312,,3234.15012,10.479,,,,,1409024,meta-llama/Llama-3.2-1B,256,8,2,5
1375.77666,4.249,,3149.12518,10.134,,,,,704512,meta-llama/Llama-3.2-1B,256,8,1,5
603.95508,1.9,,2806.44189,9.564,,,,,1235814400,meta-llama/Llama-3.2-1B,256,4,-1,5
890.08214,2.939,,2882.02959,9.867,,,,,721420288,meta-llama/Llama-3.2-1B,256,4,1024,5
790.22778,2.652,,2247.56165,8.045,,,,,360710144,meta-llama/Llama-3.2-1B,256,4,512,5
736.48586,2.506,,1973.75899,7.744,,,,,180355072,meta-llama/Llama-3.2-1B,256,4,256,5
722.22463,2.478,,1846.30926,7.692,,,,,90177536,meta-llama/Llama-3.2-1B,256,4,128,5
708.13558,2.522,,1817.43457,8.148,,,,,45088768,meta-llama/Llama-3.2-1B,256,4,64,5
704.47811,2.493,,1783.82618,8.062,,,,,22544384,meta-llama/Llama-3.2-1B,256,4,32,5
695.93885,2.495,,1771.48826,7.989,,,,,11272192,meta-llama/Llama-3.2-1B,256,4,16,5
701.17245,2.535,,1779.77467,8.097,,,,,5636096,meta-llama/Llama-3.2-1B,256,4,8,5
699.43681,2.501,,1770.67214,7.87,,,,,2818048,meta-llama/Llama-3.2-1B,256,4,4,5
703.63524,2.479,,1793.97736,8.209,,,,,1409024,meta-llama/Llama-3.2-1B,256,4,2,5
694.07054,2.427,,1730.99474,8.015,,,,,704512,meta-llama/Llama-3.2-1B,256,4,1,5
776.52074,2.646,,2603.09369,9.024,,,,,355412057,FacebookAI/roberta-large,256,16,-1,5
1093.05584,3.862,,3022.97272,9.798,,,,,201326592,FacebookAI/roberta-large,256,16,1024,5
989.18218,3.439,,2502.20093,8.293,,,,,100663296,FacebookAI/roberta-large,256,16,512,5
918.65887,3.227,,2331.70315,8.379,,,,,50331648,FacebookAI/roberta-large,256,16,256,5
892.66125,3.152,,2192.39832,8.386,,,,,25165824,FacebookAI/roberta-large,256,16,128,5
871.58117,3.082,,2098.86753,8.018,,,,,12582912,FacebookAI/roberta-large,256,16,64,5
873.75769,3.053,,2095.72251,8.284,,,,,6291456,FacebookAI/roberta-large,256,16,32,5
854.48683,3.045,,2131.79396,8.525,,,,,3145728,FacebookAI/roberta-large,256,16,16,5
866.79347,3.051,,2092.91579,8.486,,,,,1572864,FacebookAI/roberta-large,256,16,8,5
872.85264,3.083,,2070.19264,7.43,,,,,786432,FacebookAI/roberta-large,256,16,4,5
872.59773,3.092,,2139.85653,8.47,,,,,393216,FacebookAI/roberta-large,256,16,2,5
861.67966,2.984,,2082.45498,7.877,,,,,196608,FacebookAI/roberta-large,256,16,1,5
560.44663,1.79,,2014.24571,6.823,,,,,355412057,FacebookAI/roberta-large,256,12,-1,5
787.57876,2.474,,2296.68382,8.38,,,,,201326592,FacebookAI/roberta-large,256,12,1024,5
712.46372,2.352,,1981.86178,8.1,,,,,100663296,FacebookAI/roberta-large,256,12,512,5
665.70304,2.314,,1736.71276,6.767,,,,,50331648,FacebookAI/roberta-large,256,12,256,5
658.69997,2.31,,1756.17234,8.32,,,,,25165824,FacebookAI/roberta-large,256,12,128,5
651.43027,2.336,,1805.52944,8.48,,,,,12582912,FacebookAI/roberta-large,256,12,64,5
644.97602,2.342,,1713.99051,8.335,,,,,6291456,FacebookAI/roberta-large,256,12,32,5
636.99011,2.305,,1713.607,8.347,,,,,3145728,FacebookAI/roberta-large,256,12,16,5
639.20541,2.333,,1658.81473,7.809,,,,,1572864,FacebookAI/roberta-large,256,12,8,5
651.02254,2.39,,1685.6531,8.711,,,,,786432,FacebookAI/roberta-large,256,12,4,5
653.08489,2.424,,1786.97635,8.672,,,,,393216,FacebookAI/roberta-large,256,12,2,5
642.31597,2.313,,1689.51847,7.754,,,,,196608,FacebookAI/roberta-large,256,12,1,5
374.10928,1.434,,1606.96937,7.231,,,,,355412057,FacebookAI/roberta-large,256,8,-1,5
539.27711,2.106,,1596.17875,5.993,,,,,201326592,FacebookAI/roberta-large,256,8,1024,5
500.32039,2.115,,1527.74398,7.921,,,,,100663296,FacebookAI/roberta-large,256,8,512,5
475.08863,2.134,,1420.34426,8.146,,,,,50331648,FacebookAI/roberta-large,256,8,256,5
468.65427,2.158,,1247.25954,6.326,,,,,25165824,FacebookAI/roberta-large,256,8,128,5
462.48632,2.139,,1387.85533,8.752,,,,,12582912,FacebookAI/roberta-large,256,8,64,5
460.03589,2.12,,1314.19233,8.246,,,,,6291456,FacebookAI/roberta-large,256,8,32,5
455.4905,2.115,,1325.1016,8.548,,,,,3145728,FacebookAI/roberta-large,256,8,16,5
450.61982,2.154,,1156.29258,6.235,,,,,1572864,FacebookAI/roberta-large,256,8,8,5
465.96864,2.229,,1274.49069,8.896,,,,,786432,FacebookAI/roberta-large,256,8,4,5
469.80862,2.237,,1317.35772,8.753,,,,,393216,FacebookAI/roberta-large,256,8,2,5
462.26184,2.143,,1367.7167,8.404,,,,,196608,FacebookAI/roberta-large,256,8,1,5
224.53096,1.209,,1131.12057,6.979,,,,,355412057,FacebookAI/roberta-large,256,4,-1,5
332.05128,1.959,,1231.29998,8.274,,,,,201326592,FacebookAI/roberta-large,256,4,1024,5
316.47975,1.998,,1008.07163,7.968,,,,,100663296,FacebookAI/roberta-large,256,4,512,5
307.10211,1.952,,859.03271,8.519,,,,,50331648,FacebookAI/roberta-large,256,4,256,5
300.14291,1.964,,831.62787,7.581,,,,,25165824,FacebookAI/roberta-large,256,4,128,5
294.27739,1.971,,770.38004,7.852,,,,,12582912,FacebookAI/roberta-large,256,4,64,5
298.14294,2.013,,801.95534,9.088,,,,,6291456,FacebookAI/roberta-large,256,4,32,5
299.612,2.022,,826.74092,6.352,,,,,3145728,FacebookAI/roberta-large,256,4,16,5
299.37858,1.992,,802.19923,8.188,,,,,1572864,FacebookAI/roberta-large,256,4,8,5
306.27437,2.073,,795.81193,8.711,,,,,786432,FacebookAI/roberta-large,256,4,4,5
305.94963,2.057,,746.01811,8.666,,,,,393216,FacebookAI/roberta-large,256,4,2,5
297.89598,1.954,,768.1153,6.737,,,,,196608,FacebookAI/roberta-large,256,4,1,5
2367.12016,6.536,,7918.94041,22.567,,,,,1235814400,meta-llama/Llama-3.2-1B,256,16,-1,6
3569.68194,10.231,,10061.4714,27.753,,,,,721420288,meta-llama/Llama-3.2-1B,256,16,1024,6
3118.16912,8.926,,8220.88163,23.098,,,,,360710144,meta-llama/Llama-3.2-1B,256,16,512,6
2940.15329,8.418,,7265.24278,20.848,,,,,180355072,meta-llama/Llama-3.2-1B,256,16,256,6
2840.80477,8.304,,6874.79223,20.117,,,,,90177536,meta-llama/Llama-3.2-1B,256,16,128,6
2792.1068,8.131,,6654.39351,19.626,,,,,45088768,meta-llama/Llama-3.2-1B,256,16,64,6
2784.47796,8.055,,6572.73426,19.396,,,,,22544384,meta-llama/Llama-3.2-1B,256,16,32,6
2766.56367,8.053,,6616.12209,19.558,,,,,11272192,meta-llama/Llama-3.2-1B,256,16,16,6
2770.54801,8.064,,6582.2768,19.472,,,,,5636096,meta-llama/Llama-3.2-1B,256,16,8,6
2793.92098,8.206,,6603.96012,19.831,,,,,2818048,meta-llama/Llama-3.2-1B,256,16,4,6
2778.91676,8.178,,6618.25721,19.767,,,,,1409024,meta-llama/Llama-3.2-1B,256,16,2,6
2770.80237,8.033,,6520.64902,19.152,,,,,704512,meta-llama/Llama-3.2-1B,256,16,1,6
1796.24675,4.892,,6311.92458,17.919,,,,,1235814400,meta-llama/Llama-3.2-1B,256,12,-1,6
2624.09742,7.346,,7508.45125,20.891,,,,,721420288,meta-llama/Llama-3.2-1B,256,12,1024,6
2325.10105,6.647,,6098.04985,17.525,,,,,360710144,meta-llama/Llama-3.2-1B,256,12,512,6
2164.74785,6.348,,5369.63592,15.76,,,,,180355072,meta-llama/Llama-3.2-1B,256,12,256,6
2103.47574,6.237,,5069.68927,15.136,,,,,90177536,meta-llama/Llama-3.2-1B,256,12,128,6
2068.06632,6.129,,4893.15144,14.767,,,,,45088768,meta-llama/Llama-3.2-1B,256,12,64,6
2074.44392,6.069,,4808.64476,14.59,,,,,22544384,meta-llama/Llama-3.2-1B,256,12,32,6
2056.01196,6.068,,4844.82128,14.793,,,,,11272192,meta-llama/Llama-3.2-1B,256,12,16,6
2046.71933,6.068,,4852.51494,14.724,,,,,5636096,meta-llama/Llama-3.2-1B,256,12,8,6
2077.17381,6.138,,4845.29425,14.834,,,,,2818048,meta-llama/Llama-3.2-1B,256,12,4,6
2062.33044,6.168,,4866.27059,14.84,,,,,1409024,meta-llama/Llama-3.2-1B,256,12,2,6
2030.12627,6.041,,4787.26413,14.384,,,,,704512,meta-llama/Llama-3.2-1B,256,12,1,6
1220.69851,3.413,,4480.08331,13.701,,,,,1235814400,meta-llama/Llama-3.2-1B,256,8,-1,6
1749.60694,5.36,,5171.10589,15.69,,,,,721420288,meta-llama/Llama-3.2-1B,256,8,1024,6
1545.08396,4.765,,4144.74623,12.892,,,,,360710144,meta-llama/Llama-3.2-1B,256,8,512,6
1454.44888,4.489,,3602.40958,11.385,,,,,180355072,meta-llama/Llama-3.2-1B,256,8,256,6
1401.47181,4.388,,3365.29767,10.783,,,,,90177536,meta-llama/Llama-3.2-1B,256,8,128,6
1369.21327,4.303,,3269.17775,10.47,,,,,45088768,meta-llama/Llama-3.2-1B,256,8,64,6
1373.5738,4.269,,3211.86322,10.317,,,,,22544384,meta-llama/Llama-3.2-1B,256,8,32,6
1359.37605,4.269,,3210.12344,10.464,,,,,11272192,meta-llama/Llama-3.2-1B,256,8,16,6
1358.29253,4.266,,3208.47412,10.348,,,,,5636096,meta-llama/Llama-3.2-1B,256,8,8,6
1373.72289,4.301,,3227.1044,10.479,,,,,2818048,meta-llama/Llama-3.2-1B,256,8,4,6
1379.58313,4.313,,3209.5347,10.494,,,,,1409024,meta-llama/Llama-3.2-1B,256,8,2,6
1378.45481,4.253,,3173.55091,10.141,,,,,704512,meta-llama/Llama-3.2-1B,256,8,1,6
600.73085,1.899,,2761.36842,9.865,,,,,1235814400,meta-llama/Llama-3.2-1B,256,4,-1,6
895.69023,2.958,,2886.35004,9.948,,,,,721420288,meta-llama/Llama-3.2-1B,256,4,1024,6
785.29855,2.633,,2252.91474,8.069,,,,,360710144,meta-llama/Llama-3.2-1B,256,4,512,6
741.44636,2.509,,1979.33477,8.069,,,,,180355072,meta-llama/Llama-3.2-1B,256,4,256,6
699.02472,2.478,,1844.71738,7.954,,,,,90177536,meta-llama/Llama-3.2-1B,256,4,128,6
703.57682,2.528,,1817.15406,8.181,,,,,45088768,meta-llama/Llama-3.2-1B,256,4,64,6
708.75151,2.527,,1809.41471,8.081,,,,,22544384,meta-llama/Llama-3.2-1B,256,4,32,6
698.61051,2.513,,1739.54274,8.132,,,,,11272192,meta-llama/Llama-3.2-1B,256,4,16,6
699.62637,2.504,,1765.54551,8.174,,,,,5636096,meta-llama/Llama-3.2-1B,256,4,8,6
710.05808,2.55,,1799.83756,8.331,,,,,2818048,meta-llama/Llama-3.2-1B,256,4,4,6
702.48471,2.529,,1770.77428,8.163,,,,,1409024,meta-llama/Llama-3.2-1B,256,4,2,6
693.92852,2.426,,1739.09349,7.898,,,,,704512,meta-llama/Llama-3.2-1B,256,4,1,6
791.65532,2.644,,2524.78864,9.027,,,,,355412057,FacebookAI/roberta-large,256,16,-1,6
1093.36905,3.863,,3021.38008,9.784,,,,,201326592,FacebookAI/roberta-large,256,16,1024,6
974.85786,3.425,,2536.79931,8.33,,,,,100663296,FacebookAI/roberta-large,256,16,512,6
921.69217,3.217,,2283.42224,7.805,,,,,50331648,FacebookAI/roberta-large,256,16,256,6
884.15783,3.155,,2148.12556,7.533,,,,,25165824,FacebookAI/roberta-large,256,16,128,6
876.42851,3.083,,2140.77284,8.45,,,,,12582912,FacebookAI/roberta-large,256,16,64,6
861.43233,3.051,,2171.45821,8.473,,,,,6291456,FacebookAI/roberta-large,256,16,32,6
871.93827,3.058,,2097.41587,8.147,,,,,3145728,FacebookAI/roberta-large,256,16,16,6
861.37078,3.046,,2145.22017,8.528,,,,,1572864,FacebookAI/roberta-large,256,16,8,6
877.65061,3.088,,2142.32009,8.539,,,,,786432,FacebookAI/roberta-large,256,16,4,6
875.04072,3.083,,2100.78037,7.828,,,,,393216,FacebookAI/roberta-large,256,16,2,6
859.29787,3.003,,2101.44074,8.439,,,,,196608,FacebookAI/roberta-large,256,16,1,6
572.45352,1.785,,1941.57777,6.808,,,,,355412057,FacebookAI/roberta-large,256,12,-1,6
787.96979,2.488,,2285.01166,8.409,,,,,201326592,FacebookAI/roberta-large,256,12,1024,6
706.61984,2.348,,2017.12459,8.407,,,,,100663296,FacebookAI/roberta-large,256,12,512,6
687.95062,2.326,,1893.23289,8.431,,,,,50331648,FacebookAI/roberta-large,256,12,256,6
661.58516,2.337,,1720.35722,7.145,,,,,25165824,FacebookAI/roberta-large,256,12,128,6
637.76748,2.367,,1725.02421,8.486,,,,,12582912,FacebookAI/roberta-large,256,12,64,6
644.2366,2.337,,1733.22201,8.603,,,,,6291456,FacebookAI/roberta-large,256,12,32,6
643.22245,2.362,,1744.28013,8.517,,,,,3145728,FacebookAI/roberta-large,256,12,16,6
644.61142,2.371,,1735.86129,8.52,,,,,1572864,FacebookAI/roberta-large,256,12,8,6
651.8349,2.442,,1694.463,8.449,,,,,786432,FacebookAI/roberta-large,256,12,4,6
652.02585,2.436,,1782.02239,8.742,,,,,393216,FacebookAI/roberta-large,256,12,2,6
650.8698,2.332,,1675.91071,8.256,,,,,196608,FacebookAI/roberta-large,256,12,1,6
386.13189,1.445,,1594.81998,7.29,,,,,355412057,FacebookAI/roberta-large,256,8,-1,6
538.48971,2.123,,1740.3726,8.154,,,,,201326592,FacebookAI/roberta-large,256,8,1024,6
498.27286,2.139,,1493.86315,8.221,,,,,100663296,FacebookAI/roberta-large,256,8,512,6
474.61569,2.155,,1439.45901,8.497,,,,,50331648,FacebookAI/roberta-large,256,8,256,6
470.66761,2.171,,1383.95397,8.354,,,,,25165824,FacebookAI/roberta-large,256,8,128,6
458.40492,2.139,,1356.94078,8.653,,,,,12582912,FacebookAI/roberta-large,256,8,64,6
458.61595,2.161,,1316.18544,8.445,,,,,6291456,FacebookAI/roberta-large,256,8,32,6
461.11333,2.14,,1365.1642,8.603,,,,,3145728,FacebookAI/roberta-large,256,8,16,6
449.92561,2.155,,1322.19836,8.219,,,,,1572864,FacebookAI/roberta-large,256,8,8,6
468.2887,2.252,,1518.93669,8.72,,,,,786432,FacebookAI/roberta-large,256,8,4,6
473.43187,2.223,,1386.77202,8.721,,,,,393216,FacebookAI/roberta-large,256,8,2,6
461.86117,2.163,,1323.91289,8.22,,,,,196608,FacebookAI/roberta-large,256,8,1,6
224.46685,1.223,,1084.17231,6.447,,,,,355412057,FacebookAI/roberta-large,256,4,-1,6
337.08559,1.975,,1067.45561,5.968,,,,,201326592,FacebookAI/roberta-large,256,4,1024,6
320.72202,2.006,,1002.42157,8.238,,,,,100663296,FacebookAI/roberta-large,256,4,512,6
310.64516,1.975,,884.96413,7.538,,,,,50331648,FacebookAI/roberta-large,256,4,256,6
299.96528,1.949,,758.05233,8.325,,,,,25165824,FacebookAI/roberta-large,256,4,128,6
293.3314,1.961,,794.20031,8.699,,,,,12582912,FacebookAI/roberta-large,256,4,64,6
297.41849,2.001,,726.27725,8.514,,,,,6291456,FacebookAI/roberta-large,256,4,32,6
291.95908,2.015,,772.06813,7.935,,,,,3145728,FacebookAI/roberta-large,256,4,16,6
289.13256,1.971,,807.47766,6.454,,,,,1572864,FacebookAI/roberta-large,256,4,8,6
304.47449,2.045,,737.8915,8.479,,,,,786432,FacebookAI/roberta-large,256,4,4,6
305.86818,2.048,,773.24974,8.752,,,,,393216,FacebookAI/roberta-large,256,4,2,6
296.47179,1.961,,770.18453,8.652,,,,,196608,FacebookAI/roberta-large,256,4,1,6
2391.72324,6.537,,7933.10379,22.564,,,,,1235814400,meta-llama/Llama-3.2-1B,256,16,-1,7
3569.57425,10.217,,10066.28677,27.743,,,,,721420288,meta-llama/Llama-3.2-1B,256,16,1024,7
3130.06466,8.943,,8206.91364,23.119,,,,,360710144,meta-llama/Llama-3.2-1B,256,16,512,7
2923.60737,8.448,,7314.26924,20.85,,,,,180355072,meta-llama/Llama-3.2-1B,256,16,256,7
2858.43219,8.278,,6865.71935,20.076,,,,,90177536,meta-llama/Llama-3.2-1B,256,16,128,7
2805.82346,8.132,,6645.30472,19.614,,,,,45088768,meta-llama/Llama-3.2-1B,256,16,64,7
2764.65509,8.045,,6553.34454,19.371,,,,,22544384,meta-llama/Llama-3.2-1B,256,16,32,7
2779.63113,8.066,,6620.33418,19.582,,,,,11272192,meta-llama/Llama-3.2-1B,256,16,16,7
2765.84778,8.062,,6583.0891,19.5,,,,,5636096,meta-llama/Llama-3.2-1B,256,16,8,7
2796.24859,8.199,,6582.43054,19.788,,,,,2818048,meta-llama/Llama-3.2-1B,256,16,4,7
2790.25263,8.186,,6650.92744,19.752,,,,,1409024,meta-llama/Llama-3.2-1B,256,16,2,7
2778.73923,8.035,,6534.79524,19.129,,,,,704512,meta-llama/Llama-3.2-1B,256,16,1,7
1799.82623,4.898,,6309.10584,17.926,,,,,1235814400,meta-llama/Llama-3.2-1B,256,12,-1,7
2629.34537,7.341,,7509.94696,20.87,,,,,721420288,meta-llama/Llama-3.2-1B,256,12,1024,7
2329.02893,6.646,,6099.10439,17.52,,,,,360710144,meta-llama/Llama-3.2-1B,256,12,512,7
2183.31124,6.359,,5423.98589,15.791,,,,,180355072,meta-llama/Llama-3.2-1B,256,12,256,7
2099.74622,6.246,,5082.25728,15.183,,,,,90177536,meta-llama/Llama-3.2-1B,256,12,128,7
2055.8095,6.124,,4855.69926,14.765,,,,,45088768,meta-llama/Llama-3.2-1B,256,12,64,7
2019.44228,6.081,,4780.7873,14.606,,,,,22544384,meta-llama/Llama-3.2-1B,256,12,32,7
2036.57456,6.07,,4857.40775,14.825,,,,,11272192,meta-llama/Llama-3.2-1B,256,12,16,7
2038.14704,6.057,,4826.41843,14.678,,,,,5636096,meta-llama/Llama-3.2-1B,256,12,8,7
2077.88754,6.153,,4851.14903,14.884,,,,,2818048,meta-llama/Llama-3.2-1B,256,12,4,7
2085.07516,6.151,,4850.28144,14.857,,,,,1409024,meta-llama/Llama-3.2-1B,256,12,2,7
2057.41401,6.043,,4809.35546,14.394,,,,,704512,meta-llama/Llama-3.2-1B,256,12,1,7
1215.56864,3.407,,4464.70904,13.692,,,,,1235814400,meta-llama/Llama-3.2-1B,256,8,-1,7
1740.04697,5.356,,5173.89997,15.696,,,,,721420288,meta-llama/Llama-3.2-1B,256,8,1024,7
1532.95066,4.747,,4127.76868,12.859,,,,,360710144,meta-llama/Llama-3.2-1B,256,8,512,7
1440.67556,4.485,,3614.32715,11.386,,,,,180355072,meta-llama/Llama-3.2-1B,256,8,256,7
1398.27814,4.374,,3375.29633,10.787,,,,,90177536,meta-llama/Llama-3.2-1B,256,8,128,7
1374.35324,4.3,,3214.2912,10.438,,,,,45088768,meta-llama/Llama-3.2-1B,256,8,64,7
1365.39547,4.277,,3190.79489,10.321,,,,,22544384,meta-llama/Llama-3.2-1B,256,8,32,7
1357.79128,4.252,,3206.57347,10.433,,,,,11272192,meta-llama/Llama-3.2-1B,256,8,16,7
1360.95999,4.257,,3186.0106,10.327,,,,,5636096,meta-llama/Llama-3.2-1B,256,8,8,7
