forward_joules,forward_time,forward_flops,forward_backward_optimizer_joules,forward_backward_optimizer_time,forward_backward_optimizer_flops,forward_backward_joules,forward_backward_time,forward_backward_flops,num_trainable_parameters,model_name,input_length,batch_size,rank,rep
2791.44849,8.199,,6594.74693,19.786,,6463.79825,19.758,,1409024,meta-llama/Llama-3.2-1B,256,16,2,2
2778.96547,8.032,,6522.73552,19.154,,6386.1898,19.126,,704512,meta-llama/Llama-3.2-1B,256,16,1,2
1808.48482,4.91,,6279.67994,17.947,,5453.6898,14.755,,1235814400,meta-llama/Llama-3.2-1B,256,12,-1,2
2627.82542,7.352,,7523.28498,20.899,,6425.64848,18.941,,721420288,meta-llama/Llama-3.2-1B,256,12,1024,2
2342.91723,6.647,,6095.23092,17.527,,5546.37569,16.549,,360710144,meta-llama/Llama-3.2-1B,256,12,512,2
2182.22106,6.355,,5372.60934,15.795,,5122.68821,15.322,,180355072,meta-llama/Llama-3.2-1B,256,12,256,2
2116.86819,6.249,,5107.36256,15.149,,4900.89289,14.91,,90177536,meta-llama/Llama-3.2-1B,256,12,128,2
2074.20176,6.13,,4908.16573,14.814,,4777.82977,14.651,,45088768,meta-llama/Llama-3.2-1B,256,12,64,2
2059.46006,6.062,,4820.00309,14.573,,4668.01213,14.492,,22544384,meta-llama/Llama-3.2-1B,256,12,32,2
2051.5167,6.077,,4819.42565,14.819,,4746.14406,14.757,,11272192,meta-llama/Llama-3.2-1B,256,12,16,2
2052.80306,6.071,,4840.00242,14.694,,4731.88189,14.609,,5636096,meta-llama/Llama-3.2-1B,256,12,8,2
2062.76692,6.146,,4846.44129,14.878,,4817.75052,14.832,,2818048,meta-llama/Llama-3.2-1B,256,12,4,2
2073.43704,6.139,,4831.56638,14.795,,4793.7552,14.836,,1409024,meta-llama/Llama-3.2-1B,256,12,2,2
2014.59541,6.018,,4768.28407,14.369,,4720.90233,14.386,,704512,meta-llama/Llama-3.2-1B,256,12,1,2
1203.95413,3.416,,4451.41738,13.726,,3735.03131,10.517,,1235814400,meta-llama/Llama-3.2-1B,256,8,-1,2
1724.18477,5.35,,5141.51473,15.641,,4305.67766,13.7,,721420288,meta-llama/Llama-3.2-1B,256,8,1024,2
1555.88794,4.761,,4167.55021,12.874,,3706.3923,11.916,,360710144,meta-llama/Llama-3.2-1B,256,8,512,2
1435.87146,4.468,,3603.51879,11.338,,3368.25559,10.902,,180355072,meta-llama/Llama-3.2-1B,256,8,256,2
1403.53117,4.38,,3355.00185,10.757,,3250.52774,10.547,,90177536,meta-llama/Llama-3.2-1B,256,8,128,2
1363.5873,4.307,,3241.27145,10.456,,3107.47944,10.334,,45088768,meta-llama/Llama-3.2-1B,256,8,64,2
1360.02257,4.262,,3197.58495,10.294,,3108.46381,10.26,,22544384,meta-llama/Llama-3.2-1B,256,8,32,2
1365.02756,4.268,,3206.23294,10.468,,3174.27741,10.402,,11272192,meta-llama/Llama-3.2-1B,256,8,16,2
1357.47548,4.264,,3196.96005,10.319,,3144.88801,10.265,,5636096,meta-llama/Llama-3.2-1B,256,8,8,2
1363.51365,4.325,,3230.50217,10.533,,3166.51419,10.454,,2818048,meta-llama/Llama-3.2-1B,256,8,4,2
1369.42846,4.302,,3209.66139,10.471,,3188.31451,10.486,,1409024,meta-llama/Llama-3.2-1B,256,8,2,2
1373.0923,4.225,,3179.11137,10.111,,3102.21978,10.092,,704512,meta-llama/Llama-3.2-1B,256,8,1,2
604.22306,1.896,,2760.89133,9.452,,2035.54646,7.291,,1235814400,meta-llama/Llama-3.2-1B,256,4,-1,2
897.22475,2.948,,2894.01568,9.901,,2228.36253,8.021,,721420288,meta-llama/Llama-3.2-1B,256,4,1024,2
783.76452,2.635,,2252.97485,8.118,,1998.6453,8.095,,360710144,meta-llama/Llama-3.2-1B,256,4,512,2
733.82837,2.509,,1969.7346,8.038,,1867.68009,8.097,,180355072,meta-llama/Llama-3.2-1B,256,4,256,2
710.96154,2.46,,1832.43636,7.937,,1775.15416,8.035,,90177536,meta-llama/Llama-3.2-1B,256,4,128,2
707.11113,2.478,,1804.34906,7.974,,1783.15996,8.053,,45088768,meta-llama/Llama-3.2-1B,256,4,64,2
705.87349,2.489,,1766.91284,8.06,,1762.05211,8.196,,22544384,meta-llama/Llama-3.2-1B,256,4,32,2
681.5552,2.477,,1769.85937,7.972,,1740.64926,8.174,,11272192,meta-llama/Llama-3.2-1B,256,4,16,2
688.85082,2.472,,1775.90341,7.758,,1776.90768,8.004,,5636096,meta-llama/Llama-3.2-1B,256,4,8,2
697.24775,2.488,,1786.778,8.138,,1756.13135,8.307,,2818048,meta-llama/Llama-3.2-1B,256,4,4,2
703.24087,2.534,,1789.73616,8.279,,1786.32409,8.372,,1409024,meta-llama/Llama-3.2-1B,256,4,2,2
689.16395,2.378,,1770.86397,8.016,,1761.92945,8.215,,704512,meta-llama/Llama-3.2-1B,256,4,1,2
790.16616,2.64,,2858.66648,9.022,,2454.60107,8.109,,355412057,FacebookAI/roberta-large,256,16,-1,2
1087.85071,3.863,,3004.09736,9.774,,2668.61508,9.213,,201326592,FacebookAI/roberta-large,256,16,1024,2
980.25994,3.446,,2491.23681,8.292,,2347.67022,8.452,,100663296,FacebookAI/roberta-large,256,16,512,2
919.31431,3.218,,2352.45295,8.433,,2168.96643,8.691,,50331648,FacebookAI/roberta-large,256,16,256,2
892.22158,3.152,,2163.88535,8.105,,2116.67702,8.171,,25165824,FacebookAI/roberta-large,256,16,128,2
879.53415,3.085,,2102.00715,7.764,,2055.81694,7.819,,12582912,FacebookAI/roberta-large,256,16,64,2
869.38802,3.08,,2129.80955,8.124,,2057.45918,7.741,,6291456,FacebookAI/roberta-large,256,16,32,2
857.74379,3.052,,2111.24648,8.257,,2059.63782,7.808,,3145728,FacebookAI/roberta-large,256,16,16,2
867.90153,3.073,,2157.49435,8.468,,2007.66832,7.172,,1572864,FacebookAI/roberta-large,256,16,8,2
879.26467,3.106,,2158.38798,8.489,,2055.62933,7.796,,786432,FacebookAI/roberta-large,256,16,4,2
871.61512,3.097,,2174.11401,8.476,,2110.74795,8.287,,393216,FacebookAI/roberta-large,256,16,2,2
877.76219,2.993,,2075.72153,8.291,,2088.35872,8.54,,196608,FacebookAI/roberta-large,256,16,1,2
563.62445,1.789,,2069.74876,7.375,,1796.4681,6.107,,355412057,FacebookAI/roberta-large,256,12,-1,2
776.11415,2.474,,2253.98799,7.93,,1985.43956,7.202,,201326592,FacebookAI/roberta-large,256,12,1024,2
710.17998,2.338,,1994.47349,8.418,,1847.94261,7.771,,100663296,FacebookAI/roberta-large,256,12,512,2
677.72465,2.348,,1782.27802,6.74,,1790.99697,8.303,,50331648,FacebookAI/roberta-large,256,12,256,2
656.03617,2.313,,1649.08856,6.514,,1614.36425,6.851,,25165824,FacebookAI/roberta-large,256,12,128,2
643.33457,2.369,,1753.00118,8.508,,1693.69026,8.225,,12582912,FacebookAI/roberta-large,256,12,64,2
648.63004,2.338,,1686.36444,8.451,,1685.06164,7.436,,6291456,FacebookAI/roberta-large,256,12,32,2
640.71509,2.358,,1723.18512,8.464,,1825.12317,9.274,,3145728,FacebookAI/roberta-large,256,12,16,2
638.7659,2.353,,1721.27211,8.512,,1691.89478,7.822,,1572864,FacebookAI/roberta-large,256,12,8,2
654.51904,2.391,,1738.51475,8.11,,1552.35909,6.399,,786432,FacebookAI/roberta-large,256,12,4,2
649.44959,2.442,,1748.863,8.74,,1617.30602,7.393,,393216,FacebookAI/roberta-large,256,12,2,2
637.55755,2.338,,1670.65623,8.43,,1699.82837,8.827,,196608,FacebookAI/roberta-large,256,12,1,2
379.0087,1.432,,1558.11703,6.876,,1360.49442,6.378,,355412057,FacebookAI/roberta-large,256,8,-1,2
547.21197,2.142,,1727.7195,8.028,,1438.13426,6.203,,201326592,FacebookAI/roberta-large,256,8,1024,2
502.23403,2.156,,1431.17455,6.922,,1406.83337,8.587,,100663296,FacebookAI/roberta-large,256,8,512,2
478.50954,2.139,,1429.17799,8.417,,1335.69691,7.392,,50331648,FacebookAI/roberta-large,256,8,256,2
468.84731,2.196,,1364.58259,8.29,,1348.40082,8.868,,25165824,FacebookAI/roberta-large,256,8,128,2
453.98729,2.124,,1380.62986,8.669,,1222.19593,6.87,,12582912,FacebookAI/roberta-large,256,8,64,2
458.33235,2.133,,1399.26475,8.617,,1372.38684,8.286,,6291456,FacebookAI/roberta-large,256,8,32,2
459.21531,2.139,,1180.75838,6.077,,1302.66189,8.308,,3145728,FacebookAI/roberta-large,256,8,16,2
455.66787,2.168,,1298.43601,8.085,,1200.15079,6.719,,1572864,FacebookAI/roberta-large,256,8,8,2
463.3928,2.229,,1340.47481,8.408,,1262.01737,7.661,,786432,FacebookAI/roberta-large,256,8,4,2
464.91422,2.246,,1343.5881,8.782,,1143.99479,5.868,,393216,FacebookAI/roberta-large,256,8,2,2
459.68512,2.115,,1309.05335,7.804,,1310.64705,8.809,,196608,FacebookAI/roberta-large,256,8,1,2
220.17567,1.213,,1117.96854,6.92,,783.43335,4.298,,355412057,FacebookAI/roberta-large,256,4,-1,2
337.53887,1.963,,1073.46856,6.087,,1032.47874,8.153,,201326592,FacebookAI/roberta-large,256,4,1024,2
319.34204,2.008,,1009.32156,8.348,,888.15551,8.495,,100663296,FacebookAI/roberta-large,256,4,512,2
309.0772,2.017,,839.94197,8.363,,851.97896,9.124,,50331648,FacebookAI/roberta-large,256,4,256,2
299.53679,1.975,,772.7984,8.305,,742.24656,8.668,,25165824,FacebookAI/roberta-large,256,4,128,2
295.92219,1.947,,757.99131,8.454,,793.28554,6.077,,12582912,FacebookAI/roberta-large,256,4,64,2
303.96602,2.013,,751.23771,8.531,,800.66069,7.78,,6291456,FacebookAI/roberta-large,256,4,32,2
301.21727,2.009,,801.1605,7.78,,771.96223,8.844,,3145728,FacebookAI/roberta-large,256,4,16,2
291.45217,1.968,,807.25801,6.463,,743.86414,8.959,,1572864,FacebookAI/roberta-large,256,4,8,2
306.25673,2.061,,779.47849,8.599,,786.84174,8.228,,786432,FacebookAI/roberta-large,256,4,4,2
307.87293,2.054,,764.4081,8.698,,868.99995,6.77,,393216,FacebookAI/roberta-large,256,4,2,2
292.84818,1.985,,725.66983,8.314,,740.32304,8.865,,196608,FacebookAI/roberta-large,256,4,1,2
2372.54,6.533,,7958.74275,22.548,,7188.01177,19.378,,1235814400,meta-llama/Llama-3.2-1B,256,16,-1,3
3569.47539,10.233,,10022.87388,27.737,,8725.40471,25.858,,721420288,meta-llama/Llama-3.2-1B,256,16,1024,3
3129.70965,8.946,,8276.78521,23.11,,7484.95444,22.158,,360710144,meta-llama/Llama-3.2-1B,256,16,512,3
2927.01514,8.421,,7303.92586,20.847,,7064.46529,20.39,,180355072,meta-llama/Llama-3.2-1B,256,16,256,3
2843.85435,8.299,,6847.01456,20.12,,6646.81375,19.882,,90177536,meta-llama/Llama-3.2-1B,256,16,128,3
2777.38473,8.14,,6690.71473,19.609,,6465.28443,19.439,,45088768,meta-llama/Llama-3.2-1B,256,16,64,3
2790.03145,8.058,,6563.49467,19.412,,6384.08801,19.312,,22544384,meta-llama/Llama-3.2-1B,256,16,32,3
2764.90306,8.055,,6627.68797,19.587,,6424.13918,19.508,,11272192,meta-llama/Llama-3.2-1B,256,16,16,3
2769.05258,8.049,,6567.0868,19.473,,6438.33985,19.403,,5636096,meta-llama/Llama-3.2-1B,256,16,8,3
2774.65884,8.183,,6630.79009,19.781,,6528.37399,19.758,,2818048,meta-llama/Llama-3.2-1B,256,16,4,3
2778.75111,8.188,,6618.80229,19.747,,6481.20334,19.765,,1409024,meta-llama/Llama-3.2-1B,256,16,2,3
2771.99748,8.021,,6541.99434,19.124,,6413.20004,19.097,,704512,meta-llama/Llama-3.2-1B,256,16,1,3
1809.06153,4.912,,6218.00806,17.935,,5481.53991,14.753,,1235814400,meta-llama/Llama-3.2-1B,256,12,-1,3
2630.08391,7.344,,7487.98173,20.869,,6364.45955,18.924,,721420288,meta-llama/Llama-3.2-1B,256,12,1024,3
2318.56151,6.64,,6087.11776,17.474,,5530.73403,16.551,,360710144,meta-llama/Llama-3.2-1B,256,12,512,3
2164.21168,6.353,,5398.55146,15.787,,5098.75389,15.316,,180355072,meta-llama/Llama-3.2-1B,256,12,256,3
2119.99501,6.261,,5054.89011,15.171,,4903.53717,14.888,,90177536,meta-llama/Llama-3.2-1B,256,12,128,3
2066.71754,6.129,,4888.49825,14.799,,4769.12606,14.668,,45088768,meta-llama/Llama-3.2-1B,256,12,64,3
2057.07449,6.073,,4838.95005,14.595,,4728.78395,14.512,,22544384,meta-llama/Llama-3.2-1B,256,12,32,3
2022.84479,6.064,,4816.51739,14.779,,4766.65052,14.708,,11272192,meta-llama/Llama-3.2-1B,256,12,16,3
2044.14422,6.081,,4822.96538,14.701,,4742.83234,14.6,,5636096,meta-llama/Llama-3.2-1B,256,12,8,3
2074.18179,6.148,,4877.47866,14.857,,4775.27022,14.818,,2818048,meta-llama/Llama-3.2-1B,256,12,4,3
2066.5943,6.139,,4850.73115,14.823,,4769.44705,14.831,,1409024,meta-llama/Llama-3.2-1B,256,12,2,3
2081.45146,6.052,,4787.74159,14.411,,4705.09476,14.365,,704512,meta-llama/Llama-3.2-1B,256,12,1,3
1215.17948,3.404,,4456.11004,13.684,,3695.26511,10.496,,1235814400,meta-llama/Llama-3.2-1B,256,8,-1,3
1755.17157,5.352,,5146.71709,15.653,,4305.30082,13.732,,721420288,meta-llama/Llama-3.2-1B,256,8,1024,3
1541.3713,4.767,,4111.2419,12.855,,3656.98096,11.936,,360710144,meta-llama/Llama-3.2-1B,256,8,512,3
1443.81867,4.483,,3620.23748,11.372,,3365.36726,10.879,,180355072,meta-llama/Llama-3.2-1B,256,8,256,3
1399.17484,4.374,,3376.68295,10.745,,3255.06684,10.561,,90177536,meta-llama/Llama-3.2-1B,256,8,128,3
1364.66468,4.301,,3252.53942,10.437,,3151.37771,10.301,,45088768,meta-llama/Llama-3.2-1B,256,8,64,3
1362.39464,4.266,,3218.77575,10.342,,3155.3087,10.217,,22544384,meta-llama/Llama-3.2-1B,256,8,32,3
1362.93865,4.261,,3207.3103,10.439,,3115.52816,10.396,,11272192,meta-llama/Llama-3.2-1B,256,8,16,3
1356.67566,4.259,,3186.8301,10.36,,3107.13351,10.27,,5636096,meta-llama/Llama-3.2-1B,256,8,8,3
1364.20524,4.302,,3224.17897,10.479,,3133.97696,10.471,,2818048,meta-llama/Llama-3.2-1B,256,8,4,3
1373.5871,4.313,,3214.97361,10.507,,3188.38755,10.484,,1409024,meta-llama/Llama-3.2-1B,256,8,2,3
1374.05673,4.223,,3150.17009,10.129,,3131.98337,10.106,,704512,meta-llama/Llama-3.2-1B,256,8,1,3
611.23648,1.899,,2736.70674,9.531,,2073.98785,7.981,,1235814400,meta-llama/Llama-3.2-1B,256,4,-1,3
902.7226,2.94,,2907.45755,9.838,,2219.02675,7.743,,721420288,meta-llama/Llama-3.2-1B,256,4,1024,3
786.90807,2.639,,2226.12002,8.056,,2003.41994,8.179,,360710144,meta-llama/Llama-3.2-1B,256,4,512,3
736.48382,2.515,,1967.97803,7.962,,1859.96011,8.087,,180355072,meta-llama/Llama-3.2-1B,256,4,256,3
710.88895,2.473,,1832.91756,7.914,,1798.01209,8.075,,90177536,meta-llama/Llama-3.2-1B,256,4,128,3
709.63541,2.551,,1823.44977,8.105,,1761.68366,8.046,,45088768,meta-llama/Llama-3.2-1B,256,4,64,3
694.90389,2.512,,1779.51272,8.15,,1747.61725,8.137,,22544384,meta-llama/Llama-3.2-1B,256,4,32,3
701.51689,2.493,,1783.15852,8.196,,1771.4188,8.316,,11272192,meta-llama/Llama-3.2-1B,256,4,16,3
694.10862,2.516,,1779.97271,8.144,,1705.40502,7.459,,5636096,meta-llama/Llama-3.2-1B,256,4,8,3
709.3523,2.531,,1787.28835,8.205,,1755.15493,8.197,,2818048,meta-llama/Llama-3.2-1B,256,4,4,3
699.98272,2.512,,1809.9673,8.27,,1708.22344,7.365,,1409024,meta-llama/Llama-3.2-1B,256,4,2,3
693.73835,2.425,,1730.67721,7.49,,1718.73303,7.476,,704512,meta-llama/Llama-3.2-1B,256,4,1,3
793.51358,2.657,,2767.79449,9.047,,2439.14526,8.099,,355412057,FacebookAI/roberta-large,256,16,-1,3
1088.33226,3.861,,3002.62495,9.773,,2650.3517,9.236,,201326592,FacebookAI/roberta-large,256,16,1024,3
974.68571,3.433,,2517.35195,8.302,,2296.41497,7.974,,100663296,FacebookAI/roberta-large,256,16,512,3
922.14361,3.238,,2268.43437,8.356,,2154.08905,7.828,,50331648,FacebookAI/roberta-large,256,16,256,3
894.49192,3.146,,2189.39722,8.378,,2099.4882,7.818,,25165824,FacebookAI/roberta-large,256,16,128,3
877.11102,3.083,,2184.7812,8.329,,2111.83344,8.225,,12582912,FacebookAI/roberta-large,256,16,64,3
871.78586,3.026,,2128.36787,8.561,,2048.94728,7.785,,6291456,FacebookAI/roberta-large,256,16,32,3
873.86664,3.06,,2144.60417,8.464,,2026.20474,7.555,,3145728,FacebookAI/roberta-large,256,16,16,3
870.464,3.066,,2106.70623,8.624,,2056.33359,7.934,,1572864,FacebookAI/roberta-large,256,16,8,3
875.49696,3.084,,2101.8761,8.509,,2027.7894,7.475,,786432,FacebookAI/roberta-large,256,16,4,3
879.17509,3.093,,2030.1532,7.234,,2033.497,7.803,,393216,FacebookAI/roberta-large,256,16,2,3
872.93947,2.987,,2099.90645,8.44,,2049.32731,7.983,,196608,FacebookAI/roberta-large,256,16,1,3
572.11176,1.792,,2082.68775,7.499,,1791.69353,5.894,,355412057,FacebookAI/roberta-large,256,12,-1,3
782.2839,2.493,,2310.76124,7.999,,1936.60239,6.685,,201326592,FacebookAI/roberta-large,256,12,1024,3
707.46904,2.351,,1985.59264,7.757,,1764.71105,7.078,,100663296,FacebookAI/roberta-large,256,12,512,3
681.34881,2.333,,1852.09572,8.16,,1752.25613,7.973,,50331648,FacebookAI/roberta-large,256,12,256,3
654.83358,2.371,,1670.34054,7.087,,1603.7272,6.529,,25165824,FacebookAI/roberta-large,256,12,128,3
651.51475,2.365,,1737.04843,8.103,,1630.06836,7.571,,12582912,FacebookAI/roberta-large,256,12,64,3
644.90027,2.317,,1564.10704,6.503,,1679.90917,7.634,,6291456,FacebookAI/roberta-large,256,12,32,3
649.30736,2.332,,1680.56342,7.802,,1644.15932,7.798,,3145728,FacebookAI/roberta-large,256,12,16,3
646.34593,2.323,,1671.6667,8.246,,1724.69782,8.508,,1572864,FacebookAI/roberta-large,256,12,8,3
657.53078,2.432,,1731.02838,8.534,,1668.81813,7.819,,786432,FacebookAI/roberta-large,256,12,4,3
656.28122,2.422,,1648.96421,7.272,,1657.31029,7.667,,393216,FacebookAI/roberta-large,256,12,2,3
639.00168,2.323,,1561.96269,6.198,,1527.33716,6.91,,196608,FacebookAI/roberta-large,256,12,1,3
387.39995,1.425,,1526.66332,6.29,,1378.51436,6.401,,355412057,FacebookAI/roberta-large,256,8,-1,3
537.96528,2.124,,1600.44058,6.037,,1662.55585,9.382,,201326592,FacebookAI/roberta-large,256,8,1024,3
496.31017,2.111,,1528.78979,7.982,,1514.83029,8.903,,100663296,FacebookAI/roberta-large,256,8,512,3
474.55663,2.135,,1454.17033,8.164,,1398.28004,8.327,,50331648,FacebookAI/roberta-large,256,8,256,3
471.00993,2.168,,1370.5049,8.441,,1357.89006,8.389,,25165824,FacebookAI/roberta-large,256,8,128,3
462.3447,2.138,,1400.37336,8.55,,1312.03274,7.919,,12582912,FacebookAI/roberta-large,256,8,64,3
457.49139,2.125,,1242.72437,7.125,,1308.81102,7.946,,6291456,FacebookAI/roberta-large,256,8,32,3
464.92175,2.155,,1308.83637,8.226,,1334.1034,7.987,,3145728,FacebookAI/roberta-large,256,8,16,3
454.32106,2.143,,1260.07718,7.805,,1288.8095,8.111,,1572864,FacebookAI/roberta-large,256,8,8,3
468.44145,2.184,,1399.70209,8.539,,1402.43932,8.88,,786432,FacebookAI/roberta-large,256,8,4,3
459.0907,2.226,,1214.66426,8.778,,1321.4802,8.196,,393216,FacebookAI/roberta-large,256,8,2,3
454.2345,2.143,,1330.50647,8.335,,1340.89844,8.125,,196608,FacebookAI/roberta-large,256,8,1,3
224.80619,1.197,,1130.38979,6.868,,914.59405,6.159,,355412057,FacebookAI/roberta-large,256,4,-1,3
335.78574,1.979,,1265.87949,8.553,,1011.31079,6.593,,201326592,FacebookAI/roberta-large,256,4,1024,3
314.48803,1.994,,993.71911,8.661,,879.87383,7.47,,100663296,FacebookAI/roberta-large,256,4,512,3
310.08279,2.006,,868.25283,8.248,,842.16946,8.648,,50331648,FacebookAI/roberta-large,256,4,256,3
293.76638,1.959,,773.41855,8.466,,752.71335,8.643,,25165824,FacebookAI/roberta-large,256,4,128,3
294.39732,1.969,,845.08417,6.91,,746.86816,5.316,,12582912,FacebookAI/roberta-large,256,4,64,3
301.35866,2.005,,746.21859,8.23,,846.12835,6.71,,6291456,FacebookAI/roberta-large,256,4,32,3
300.14905,2.007,,775.09883,7.899,,796.11117,8.053,,3145728,FacebookAI/roberta-large,256,4,16,3
295.58432,1.984,,755.99097,8.314,,804.60356,7.118,,1572864,FacebookAI/roberta-large,256,4,8,3
303.84096,2.054,,802.60448,8.503,,847.13932,6.47,,786432,FacebookAI/roberta-large,256,4,4,3
307.63416,2.036,,791.04936,8.953,,809.72951,7.975,,393216,FacebookAI/roberta-large,256,4,2,3
292.92787,1.938,,792.6136,9.149,,742.09428,7.976,,196608,FacebookAI/roberta-large,256,4,1,3
2371.56934,6.535,,7933.79504,22.554,,7183.09513,19.327,,1235814400,meta-llama/Llama-3.2-1B,256,16,-1,4
3556.83057,10.234,,10045.33292,27.789,,8625.1758,25.86,,721420288,meta-llama/Llama-3.2-1B,256,16,1024,4
3119.98439,8.934,,8127.85867,23.097,,7485.55466,22.203,,360710144,meta-llama/Llama-3.2-1B,256,16,512,4
2940.14648,8.433,,7275.71641,20.898,,6948.92024,20.371,,180355072,meta-llama/Llama-3.2-1B,256,16,256,4
2856.63235,8.285,,6909.75911,20.086,,6593.40379,19.851,,90177536,meta-llama/Llama-3.2-1B,256,16,128,4
2793.09047,8.141,,6665.48364,19.607,,6491.95559,19.491,,45088768,meta-llama/Llama-3.2-1B,256,16,64,4
2775.61639,8.043,,6566.76874,19.37,,6397.47168,19.285,,22544384,meta-llama/Llama-3.2-1B,256,16,32,4
2771.17776,8.049,,6583.56141,19.559,,6431.75418,19.516,,11272192,meta-llama/Llama-3.2-1B,256,16,16,4
2770.2708,8.047,,6552.36989,19.469,,6456.27196,19.43,,5636096,meta-llama/Llama-3.2-1B,256,16,8,4
2802.92343,8.2,,6628.48862,19.832,,6498.88545,19.762,,2818048,meta-llama/Llama-3.2-1B,256,16,4,4
2796.45709,8.18,,6598.50802,19.755,,6492.39012,19.789,,1409024,meta-llama/Llama-3.2-1B,256,16,2,4
2793.92182,8.044,,6575.56189,19.142,,6398.5792,19.094,,704512,meta-llama/Llama-3.2-1B,256,16,1,4
1804.01539,4.895,,6169.02621,17.919,,5453.60923,14.753,,1235814400,meta-llama/Llama-3.2-1B,256,12,-1,4
2605.75978,7.344,,7456.27108,20.895,,6419.06009,18.95,,721420288,meta-llama/Llama-3.2-1B,256,12,1024,4
2335.87219,6.63,,6133.80027,17.479,,5536.07216,16.514,,360710144,meta-llama/Llama-3.2-1B,256,12,512,4
2188.93704,6.352,,5402.38075,15.767,,5100.17161,15.291,,180355072,meta-llama/Llama-3.2-1B,256,12,256,4
2120.83471,6.244,,5049.87846,15.15,,4899.58196,14.913,,90177536,meta-llama/Llama-3.2-1B,256,12,128,4
2095.54953,6.131,,4924.57987,14.799,,4740.70746,14.621,,45088768,meta-llama/Llama-3.2-1B,256,12,64,4
2056.47224,6.078,,4812.10686,14.618,,4656.45675,14.487,,22544384,meta-llama/Llama-3.2-1B,256,12,32,4
2054.3127,6.067,,4839.50937,14.824,,4756.15107,14.706,,11272192,meta-llama/Llama-3.2-1B,256,12,16,4
2021.66623,6.061,,4820.89949,14.67,,4736.50799,14.633,,5636096,meta-llama/Llama-3.2-1B,256,12,8,4
2084.02752,6.14,,4843.75691,14.823,,4816.08306,14.822,,2818048,meta-llama/Llama-3.2-1B,256,12,4,4
2072.57981,6.15,,4846.21063,14.829,,4791.31157,14.793,,1409024,meta-llama/Llama-3.2-1B,256,12,2,4
2084.7355,6.046,,4794.05847,14.386,,4715.86666,14.412,,704512,meta-llama/Llama-3.2-1B,256,12,1,4
1197.26853,3.408,,4468.15717,13.705,,3721.16678,10.524,,1235814400,meta-llama/Llama-3.2-1B,256,8,-1,4
1743.13661,5.36,,5178.23406,15.672,,4330.70871,13.698,,721420288,meta-llama/Llama-3.2-1B,256,8,1024,4
1549.25437,4.751,,4140.29784,12.85,,3711.33906,11.92,,360710144,meta-llama/Llama-3.2-1B,256,8,512,4
1440.24209,4.483,,3618.47053,11.388,,3378.07073,10.876,,180355072,meta-llama/Llama-3.2-1B,256,8,256,4
1398.73346,4.38,,3382.18721,10.786,,3234.399,10.538,,90177536,meta-llama/Llama-3.2-1B,256,8,128,4
1365.77593,4.304,,3250.9221,10.464,,3124.63339,10.152,,45088768,meta-llama/Llama-3.2-1B,256,8,64,4
1354.16131,4.271,,3184.78661,10.342,,3153.73711,10.242,,22544384,meta-llama/Llama-3.2-1B,256,8,32,4
1364.2961,4.27,,3216.74112,10.479,,3167.10278,10.361,,11272192,meta-llama/Llama-3.2-1B,256,8,16,4
1347.66314,4.267,,3164.1126,10.356,,3148.94864,10.297,,5636096,meta-llama/Llama-3.2-1B,256,8,8,4
1359.64736,4.315,,3211.00602,10.523,,3171.19152,10.482,,2818048,meta-llama/Llama-3.2-1B,256,8,4,4
1370.38435,4.323,,3215.9335,10.51,,3182.51678,10.468,,1409024,meta-llama/Llama-3.2-1B,256,8,2,4
1371.55419,4.215,,3183.41597,10.127,,3144.24224,10.114,,704512,meta-llama/Llama-3.2-1B,256,8,1,4
597.58871,1.898,,2766.54076,9.756,,2079.22835,7.202,,1235814400,meta-llama/Llama-3.2-1B,256,4,-1,4
892.54414,2.936,,2904.36738,9.937,,2213.17794,7.852,,721420288,meta-llama/Llama-3.2-1B,256,4,1024,4
791.90351,2.644,,2258.99741,8.031,,1926.73048,7.198,,360710144,meta-llama/Llama-3.2-1B,256,4,512,4
732.591,2.52,,1988.87323,8.055,,1844.35422,7.982,,180355072,meta-llama/Llama-3.2-1B,256,4,256,4
716.9252,2.467,,1841.09165,8.005,,1792.7458,8.041,,90177536,meta-llama/Llama-3.2-1B,256,4,128,4
706.68993,2.486,,1777.86867,8.012,,1765.78263,8.197,,45088768,meta-llama/Llama-3.2-1B,256,4,64,4
698.23294,2.518,,1747.97514,7.991,,1760.89033,8.172,,22544384,meta-llama/Llama-3.2-1B,256,4,32,4
685.01869,2.464,,1755.86242,8.045,,1751.41951,8.286,,11272192,meta-llama/Llama-3.2-1B,256,4,16,4
701.01414,2.484,,1783.24935,8.063,,1741.71818,8.234,,5636096,meta-llama/Llama-3.2-1B,256,4,8,4
700.26957,2.54,,1772.4899,8.295,,1743.23764,7.779,,2818048,meta-llama/Llama-3.2-1B,256,4,4,4
705.98521,2.533,,1785.90512,8.182,,1783.0474,8.205,,1409024,meta-llama/Llama-3.2-1B,256,4,2,4
693.57907,2.445,,1700.75811,8.018,,1843.49698,8.151,,704512,meta-llama/Llama-3.2-1B,256,4,1,4
783.9168,2.643,,2802.07495,9.023,,2449.34857,8.121,,355412057,FacebookAI/roberta-large,256,16,-1,4
1103.13116,3.863,,3028.72292,9.776,,2643.22654,9.237,,201326592,FacebookAI/roberta-large,256,16,1024,4
973.81736,3.431,,2518.67663,8.273,,2341.60404,8.133,,100663296,FacebookAI/roberta-large,256,16,512,4
