flops,count,self_device_time_total,self_cpu_time_total,device_time_total,cpu_time_total,self_device_memory_usage,self_cpu_memory_usage,device_memory_usage,cpu_memory_usage,name,is_annotation,device,record_step,self_cpu_time_total_percentage,cpu_time_total_percentage
0,1,0,10.326000000000022,0,10.326000000000022,0,0,0,0,aten::add_,False,CPU,vera,0.2377387604200655,0.10363344311225518
0,1,0,14.742999999999938,0,26.59999999999991,0,0,0,2048,aten::ones,False,CPU,veraB,0.3394327469371493,0.26696199755819994
0,1,0,6.610000000000127,0,6.610000000000127,0,2048,0,2048,aten::empty,False,CPU,veraB,0.15218411837852605,0.066339052776682
0,1,0,5.246999999999844,0,5.246999999999844,0,0,0,0,aten::fill_,False,CPU,veraB,0.12080333874918109,0.05265975944315181
0,1,0,9.346000000000004,0,16.485000000000127,0,0,0,32,aten::ones,False,CPU,veraB,0.21517591079662293,0.16544618532883362
0,1,0,4.369000000000142,0,4.369000000000142,0,32,0,32,aten::empty,False,CPU,veraB,0.10058886735185918,0.04384800629066982
0,1,0,2.769999999999982,0,2.769999999999982,0,0,0,0,aten::fill_,False,CPU,veraB,0.0637745851601371,0.027800177941210955
0,1,0,8.695999999999913,0,15.49499999999989,0,0,0,2048,aten::ones,False,CPU,veraB,0.20021075543413372,0.15551038166031175
0,1,0,4.208999999999833,0,4.208999999999833,0,2048,0,2048,aten::empty,False,CPU,veraB,0.09690513680108598,0.04224221983918882
0,1,0,2.5900000000001455,0,2.5900000000001455,0,0,0,0,aten::fill_,False,CPU,veraB,0.05963038829052905,0.025993668183299963
0,1,0,9.215999999999894,0,15.29800000000023,0,0,0,32,aten::ones,False,CPU,veraB,0.212182879724123,0.153533257091933
0,1,0,3.605000000000018,0,3.605000000000018,0,32,0,32,aten::empty,False,CPU,veraB,0.08299905397194836,0.03618037598486161
0,1,0,2.4770000000003165,0,2.4770000000003165,0,0,0,0,aten::fill_,False,CPU,veraB,0.05702875358905445,0.02485958150194541
0,1,0,11.793999999999869,0,169.4340000000002,0,0,0,20480,aten::matmul,False,CPU,veraB,0.27153698822334066,1.7004676351231671
5242880,1,0,156.346,0,157.64000000000033,0,20480,0,20480,aten::mm,False,CPU,veraB,3.599603354312947,1.582101101318604
0,1,0,0.5830000000000837,0,0.5830000000000837,0,0,0,0,aten::resolve_conj,False,CPU,veraB,0.01342259319435578,0.005851084382573437
0,1,0,0.39600000000018554,0,0.39600000000018554,0,0,0,0,aten::resolve_conj,False,CPU,veraB,0.009117233113150287,0.003974321467409663
